Name,Country
Horizons Universa Canadian Black Swan ETF,Canada
Horizons Universa US Black Swan ETF,Canada
Horizonte Minerals Plc,UK/Europe
HSBC Bank Canada,Canada
HudBay Minerals Inc.,Canada
Hudson's Bay Company,Canada
Huntingdon Capital Corp.,Canada
Husky Energy Inc.,Canada
Hydrogenics Corporation,Canada
Hyduke Energy Services Inc.,Canada
IAMGold Corporation,Canada
IBI Group Inc.,Canada
IC Potash Corp.,Canada
IGM Financial Inc.,Canada
Imaging Dynamics Company Ltd.,Canada
IMAX Corporation,Canada
Imperial Metals Corporation,Canada
Imperial Oil Limited,Canada
IMRIS Inc.,Canada
Imvescor Restaurant Group Inc,Canada
IMX Resources Limited,Australia/NZ/PNG
Income Financial Trust,Canada
INDEXPLUS INCOME FUND,Canada
Indigo Books & Music Inc.,Canada
Industrial Alliance Insurance and Financial Services Inc.,Canada
Information Services Corporation,Canada
ING Diversified Floating Rate Senior Loan Fund,Canada
ING Floating Rate Senior Loan Fund,Canada
ING High Income Floating Rate Fund,Canada
Innergex Renewable Energy Inc.,Canada
InnVest Real Estate Investment Trust,Canada
Inovalis Real Estate Investment Trust,UK/Europe
INSCAPE Corporation,Canada
Inspiration Mining Corporation,Canada
Intact Financial Corporation,Canada
Integrated Asset Management Corp.,Canada
IntelliPharmaCeutics International Inc.,Canada
Inter Pipeline Ltd.,Canada
Intermap Technologies Corporation,USA
International Datacasting Corporation,Canada
International Forest Products Limited,Canada
International Road Dynamics Inc.,Canada
International Tower Hill Mines Ltd,USA
InterRent Real Estate Investment Trust,Canada
Intertape Polymer Group Inc.,Canada
Intrepid Mines Limited,Australia/NZ/PNG
Intrinsyc Software International Inc.,Canada
INV Metals Inc,Canada
iPath® CBOE S&P 500 BuyWrite Index™ ETN,USA
iPath® EUR/USD Exchange Rate ETN,USA
iPath® GBP/USD Exchange Rate ETN,USA
iPath® JPY/USD Exchange Rate ETN,USA
iPath® Optimized Currency Carry ETN,USA
iPath® Pure Beta Crude Oil CAD Hedged ETN,USA
iPath® S&P 500 Dynamic VIX CAD Hedged ETN,USA
iPath® S&P 500 VIX Mid-Term Futures™ ETN,USA
iPath® S&P 500 VIX Short-Term Futures CAD Hedged ETN,USA
iPath® S&P 500 VIX Short-Term Futures™ ETN,USA
iPath® US Treasury Flattener ETN,USA
iPath® US Treasury Steepener ETN,USA
iShares 1-10 Year Laddered Corporate Bond Index Fund,Canada
iShares 1-10 Year Laddered Government Bond Index Fund,Canada
iShares 1-5 Year Laddered Corporate Bond Index Fund,Canada
iShares 1-5 Year Laddered Government Bond Index Fund,Canada
iShares Advantaged Short Duration High Income Fund ETF,Canada
iShares Advantaged U.S. High Yield Bond Index ETF (CAD Hedged),Canada
iShares Alternatives Completion Portfolio Builder Fund,Canada
iShares Balanced Growth CorePortfolio Fund,Canada
iShares Balanced Income CorePortfolio Fund ETF,Canada
iShares BRIC Index Fund,Canada
iShares Broad Commodity Index ETF (CAD-Hedged),Canada
iShares Canadian Financial Monthly Income Fund ETF,Canada
iShares Canadian Fundamental Index Fund ETF,Canada
iShares China All-Cap Index Fund ETF,Canada
iShares China Index Fund,Canada
iShares CNX Nifty India Index ETF,Canada
iShares Conservative Core Portfolio Builder Fund,Canada
iShares Convertible Bond Index ETF,Canada
iShares DEX All Corporate Bond Index Fund,Canada
iShares DEX All Government Bond Index Fund,Canada
iShares DEX Floating Rate Note Index Fund,Canada
iShares DEX HYBrid Bond Index Fund,Canada
iShares DEX Long Term Bond Index Fund,Canada
iShares DEX Real Return Bond Index Fund,Canada
iShares DEX Short Term Bond Index Fund,Canada
iShares DEX Short Term Corporate Universe + Maple Bond Index Fund,Canada
iShares DEX Universe Bond Index Fund,Canada
iShares Diversified Monthly Income Fund,Canada
iShares Dow Jones Canada Select Dividend Index Fund,Canada
iShares Dow Jones Canada Select Growth Index Fund,Canada
iShares Dow Jones Canada Select Value Index Fund,Canada
iShares Emerging Markets Fundamental Index ETF,Canada
iShares Equal Weight Banc & Lifeco Fund ETF,Canada
iShares Global Agriculture Index Fund ETF,Canada
iShares Global Completion Portfolio Builder Fund,Canada
iShares Global Infrastructure Index Fund ETF,Canada
iShares Global Monthly Dividend Index ETF,Canada
iShares Global Real Estate Index Fund ETF,Canada
iShares Gold Bullion ETF,Canada
iShares Gold Trust,USA
iShares Growth Core Portfolio Builder Fund,Canada
iShares High Quality Canadian Bond Index ETF,Canada
iShares International Fundamental Index Fund ETF,Canada
iShares J.P. Morgan USD Emerging Markets Bond Index Fund (CAD-Hedged),Canada
iShares Jantzi Social Index Fund,Canada
iShares Japan Fundamental Index Fund (CAD-Hedged) ETF,Canada
iShares MSCI All Country World Minimum Volatility Index Fund,Canada
iShares MSCI Brazil Index Fund,Canada
iShares MSCI Canada Minimum Volatility Index Fund,Canada
iShares MSCI EAFE 100% Hedged to CAD Dollars Index Fund,Canada
iShares MSCI EAFE IMI Index ETF,Canada
iShares MSCI EAFE Minimum Volatility Index Fund,Canada
iShares MSCI Emerging Markets IMI Index ETF,Canada
iShares MSCI Emerging Markets Index Fund,Canada
iShares MSCI Emerging Markets Minimum Volatility Index Fund,Canada
iShares MSCI USA Minimum Volatility Index Fund,Canada
iShares MSCI World Index Fund,Canada
iShares NASDAQ 100 Index Fund (CAD-Hedged),Canada
iShares Oil Sands Index Fund ETF,Canada
iShares Premium Money Market Fund ETF,Canada
iShares Russell 2000 Index - Canadian Dollar Hedged Index Fund,Canada
iShares S&P 500 Index ETF,Canada
iShares S&P 500 Index Fund (CAD-Hedged),Canada
iShares S&P Global Consumer Discretionary Index Fund (CAD-Hedged),Canada
iShares S&P Global Healthcare Index Fund (CAD-Hedged),Canada
iShares S&P Global Industrials Index Fund (CAD-Hedged),Canada
iShares S&P Global Water Index Fund ETF,Canada
iShares S&P Latin America 40 Index Fund,Canada
iShares S&P US Dividend Growers Index Fund (CAD-Hedged) ETF,Canada
iShares S&P/TSX 60 Index Fund,Canada
iShares S&P/TSX Canadian Dividend Aristocrats Income Fund ETF,Canada
iShares S&P/TSX Canadian Preferred Share Index Fund ETF,Canada
iShares S&P/TSX Capped Composite Index Fund,Canada
iShares S&P/TSX Capped Consumer Staples Index Fund,Canada
iShares S&P/TSX Capped Energy Index Fund,Canada
iShares S&P/TSX Capped Financials Index Fund,Canada
iShares S&P/TSX Capped Information Technology Index Fund,Canada
iShares S&P/TSX Capped Materials Index Fund,Canada
iShares S&P/TSX Capped REIT Index Fund,Canada
iShares S&P/TSX Capped Utilities Index Fund,Canada
iShares S&P/TSX Completion Index Fund,Canada
iShares S&P/TSX Equity Income Index Fund,Canada
iShares S&P/TSX Global Base Metals Index Fund,Canada
iShares S&P/TSX Global Gold Index Fund,Canada
iShares S&P/TSX Global Mining Index Fund ETF,Canada
iShares S&P/TSX North American Preferred Stock Index Fund,Canada
iShares S&P/TSX SmallCap Index Fund,Canada
iShares S&P/TSX Venture Index Fund,Canada
iShares Silver Bullion ETF,Canada
iShares U.S. High Dividend Equity Index Fund (CAD-Hedged),Canada
iShares U.S. High Yield Bond Index Fund (CAD-Hedged),Canada
iShares U.S. IG Corporate Bond Index Fund (CAD-Hedged),Canada
iShares US Fundamental Index Fund ETF,Canada
Ithaca Energy Inc.,UK/Europe
Ivanhoe Energy Inc.,Canada
Ivanhoe Mines Ltd.,Canada
Ivernia Inc.,Canada
Jaguar Financial Corporation,Canada
Jaguar Mining Inc.,USA
Jayden Resources Inc.,Canada
JDS Uniphase Canada Ltd.,USA
Jean Coutu Group (PJC) Inc. (The),Canada
Jet Metal Corp.,Canada
JFT Strategies Fund,Canada
Jura Energy Corporation,Canada
Just Energy Group Inc.,Canada
Karnalyte Resources Inc.,Canada
Katanga Mining Limited,UK/Europe
K-Bro Linen Inc.,Canada
Keg Royalties Income Fund (The),Canada
Kelt Exploration Ltd.,Canada
Keyera Corp.,Canada
Killam Properties Inc.,Canada
Kimber Resources Inc.,Canada
Kingsway Financial Services Inc.,Canada
Kingsway Linked Return of Capital Trust,Canada
Kinross Gold Corporation,Canada
Kirkland Lake Gold Inc.,Canada
Klondex Mines Ltd.,USA
KP Tissue Inc.,Canada
Labrador Iron Mines Holdings Limited,Canada
Labrador Iron Ore Royalty Corporation,Canada
Lachlan Star Limited,Australia/NZ/PNG
Lake Shore Gold Corp.,Canada
Lanesborough Real Estate Investment Trust,Canada
Laramide Resources Ltd.,Canada
Lassonde Industries Inc.,Canada
Laurentian Bank Of Canada,Canada
Le Chateau Inc.,Canada
Legacy Oil + Gas Inc,Canada
Legg Mason BW Investment Grade Focus Fund,Canada
Legumex Walker Inc.,Canada
Leisureworld Senior Care Corporation,Canada
Leon's Furniture Limited,Canada
Levon Resources Ltd,Canada
Lexam VG Gold Inc.,Canada
Liberty Silver Corp.,Canada
Life & Banc Split Corp.,Canada
Lightstream Resources Ltd.,Canada
Limited Duration Investment Grade Preferred Securities Fund,Canada
Linamar Corporation,Canada
Liquor Stores N.A. Ltd.,Canada
Lithium Americas Corp,Mexico and Central/South America
Loblaw Companies Limited,Canada
Logan International Inc.,Canada
Logistec Corporation,Canada
Loncor Resources Inc.,Canada
Long Run Exploration Ltd.,Canada
Longview Oil Corp.,Canada
Lorus Therapeutics Inc.,Canada
Low Volatility Canadian Equities Income Fund,Canada
Low Volatility U.S. Equity Income Fund,Canada
Lucara Diamond Corp,Canada
Luna Gold Corp.,Canada
Lundin Mining Corporation,Canada
Lundin Petroleum AB,UK/Europe
Lupaka Gold Corp.,Canada
Lydian International Limited,Other
M Split Corp.,Canada
Macarthur Minerals Limited,Australia/NZ/PNG
"MacDonald, Dettwiler and Associates Ltd.",Canada
Mackenzie Master Limited Partnership,Canada
Macquarie Emerging Markets Infrastructure Income Fund,Canada
Macquarie Global Infrastructure Income Fund,Canada
"Mad Catz Interactive, Inc.",USA
Madison Pacific Properties Inc.,Canada
MAG Silver Corp.,Canada
Magellan Aerospace Corporation,Canada
MagIndustries Corp,Canada
Magna International Inc.,Canada
Mainstreet Equity Corp.,Canada
Major Drilling Group International Inc.,Canada
Man GLG Emerging Markets Income Fund,Canada
Manac Inc.,Canada
Mandalay Resources Corporation,Canada
Manitoba Telecom Services Inc.,Canada
Manulife Financial Corporation,Canada
Manulife Floating Rate Senior Loan Fund,Canada
Maple Leaf Foods Inc.,Canada
Marathon Gold Corporation,Canada
Marengo Mining Limited,Australia/NZ/PNG
Marquest Canadian Equity Income Fund,Canada
Marret High Yield Strategies Fund,Canada
Marret Investment Grade Bond Fund,Canada
Marret Multi-Strategy Income Fund,Canada
Marret Resource Corp.,Canada
Martinrea International Inc.,Canada
Matrix Asset Management Inc,Canada
Mawson Resources Limited,Canada
Mawson West Limited,Australia/NZ/PNG
Maxim Power Corp.,Canada
MBAC Fertilizer Corp,Mexico and Central/South America
MBN Corporation,Canada
MCAN Mortgage Corporation,Canada
McCoy Corporation,Canada
McEwen Mining – Minera Andes Acquisition Corp.,Canada
McEwen Mining Inc.,Canada
McGraw-Hill Ryerson Limited,Canada
MDC Partners Inc.,Canada
MDN Inc.,Canada
Meadow Bay Gold Corporation,Canada
Mediagrif Interactive Technologies Inc.,Canada
Medical Facilities Corporation,USA
Mediterranean Resources Ltd.,Canada
MEG Energy Corp,Canada
MEGA Brands Inc.,Canada
Mega Uranium Ltd.,Canada
Melcor Developments Ltd.,Canada
Melcor Real Estate Investment Trust,Canada
Mercator Minerals Ltd.,USA
Mercer International Inc.,Canada
Merus Labs International Inc.,Canada
Metalore Resources Limited,Canada
Metals Plus Income Corp,Canada
Methanex Corporation,Canada
Metro Inc.,Canada
MGM Energy Corp.,Canada
Microbix Biosystems Inc.,Canada
Midas Gold Corp.,Canada
Middlefield Can-Global REIT Income Fund,Canada
Middlefield Income Plus II Corp.,Canada
Midway Gold Corp.,USA
Migao Corporation,China/Asia
Milestone Apartments Real Estate Investment Trust,USA
Minco Gold Corporation,China/Asia
Minco Silver Corporation,China/Asia
Minemakers Limited,Australia/NZ/PNG
Minera IRL Limited,Mexico and Central/South America
Mines Management Inc.,USA
MINT Income Fund,Canada
Mitel Networks Corporation,Canada
Molson Coors Canada Inc.,Canada
Moly Mines Limited,Australia/NZ/PNG
Moneda LatAm Corporate Bond Fund,Canada
Moneda LatAm Fixed Income Fund,Canada
Moneda LatAm Growth Fund,Canada
Moneta Porcupine Mines Inc.,Canada
Mood Media Corporation,Canada
Morguard Corporation,Canada
Morguard North American Residential Real Estate Investment Trust,Canada
Morguard Real Estate Investment Trust,Canada
Morneau Sheppel Inc.,Canada
Mountain Province Diamonds Inc.,Canada
MTY Food Group Inc.,Canada
Mullen Group Ltd.,Canada
Namibia Rare Earths Inc.,Canada
National Bank of Canada,Canada
Nautilus Minerals Inc.,Australia/NZ/PNG
NDX Growth & Income Fund,Canada
Neptune Technologies & Bioressources Inc.,Canada
NeuLion Inc.,USA
Nevada Copper Corp.,Canada
Nevada Iron Ltd.,Australia/NZ/PNG
Nevsun Resources Ltd.,Canada
New Flyer Industries Inc.,Canada
New Gold Inc.,Canada
New Look Eyewear Inc,Canada
New Millennium Iron Corp,Canada
New Pacific Metals Corp.,Canada
Newalta Corporation,Canada
Newfoundland Capital Corporation Limited,Canada
Newgrowth Corp.,Canada
Newmont Mining Corporation of Canada Limited,Canada
NexC Partners Corp.,Canada
NexJ Systems Inc.,Canada
NGEx Resources Inc,Canada
Niko Resources Ltd.,Canada
Niocan Inc.,Canada
Noranda Income Fund,Canada
Norbord Inc.,Canada
Nordion Inc.,Canada
Norsat International Inc.,Canada
North American Advantaged Convertibles Fund,Canada
North American Energy Partners Inc.,Canada
North American Financials Capital Securities Trust,Canada
North American Palladium Ltd.,Canada
North American Preferred Share Fund,Canada
North American REIT Income Fund,Canada
North West Company Inc.,Canada
Northcliff Resources Ltd.,Canada
Northern Dynasty Minerals Ltd.,Canada
Northern Property Real Estate Investment Trust,Canada
Northern Sun Mining Corp.,Canada
Northland Power Inc.,Canada
Northstar Healthcare Inc.,USA
Northwest Healthcare Properties Real Estate Investment Trust,Canada
Nova Scotia Power Inc.,Canada
NovaCopper Inc.,Canada
Novadaq Technologies Inc.,Canada
Novagold Resources Inc.,Canada
Nuinsco Resources Limited,Canada
NuVista Energy Ltd.,Canada
Nuvo Research Inc.,Canada
Oando Energy Resources Inc.,Africa
OceanaGold Corporation,Australia/NZ/PNG
OCP Credit Strategy Fund,Canada
OCP Senior Credit Fund,Canada
Oil Sands Sector Fund,Canada
O'Leary Canadian Diversified income Fund,Canada
O'Leary U.S. Strategic Yield Advantaged Fund,Canada
Olympia Financial Group Inc.,Canada
Oncolytics Biotech Inc.,Canada
ONEX Corporation,Canada
Open Text Corporation,Canada
Opta Minerals Inc.,Canada
Oracle Mining Corp.,Canada
Orbit Garant Drilling Inc.,Canada
Orbite Aluminae Inc.,Canada
Orezone Gold Corporation,Canada
Orocobre Limited,Australia/NZ/PNG
Orosur Mining Inc.,Mexico and Central/South America
Orsu Metals Corporation,UK/Europe
Orvana Minerals Corp.,Canada
Oryx Petroleum Corporation Limited,Canada
Osisko Mining Corporation,Canada
Pacific & Western Bank of Canada,Canada
Pacific & Western Credit Corp.,Canada
Pacific Insight Electronics Corp.,Canada
Pacific North West Capital Corp.,Canada
Pacific Rubiales Energy Corp.,Mexico and Central/South America
Painted Pony Petroleum Ltd.,Canada
Paladin Energy Ltd.,Australia/NZ/PNG
Paladin Labs Inc.,Canada
Pan American Silver Corp.,Canada
Parallel Energy Trust,Canada
Paramount Gold and Silver Corp.,Canada
Paramount Resources Ltd.,Canada
Parex Resources Inc,Canada
Parkland Fuel Corporation,Canada
Partners Real Estate Investment Trust,Canada
Partners Value Split Corp.,Canada
Pason Systems Inc.,Canada
Patheon Inc.,USA
Pathfinder Convertible Debenture Fund,Canada
Pattern Energy Group Inc.,USA
PC Gold Inc.,Canada
Pembina Pipeline Corporation,Canada
Pengrowth Energy Corporation,Canada
Penn West Petroleum Ltd.,Canada
Peregrine Diamonds Ltd.,Canada
Perpetual Energy Inc.,Canada
Perseus Mining Limited,Australia/NZ/PNG
Petaquilla Minerals Ltd.,Canada
Pethealth Inc.,Canada
Petrobank Energy and Resources Ltd.,Canada
Petrowest Corporation,Canada
Peyto Exploration & Development Corp.,Canada
PFB Corporation,Canada
PhosCan Chemical Corp,Canada
PHX Energy Services Corp.,Canada
Picton Mahoney Tactical Income Fund,Canada
Pilot Gold Inc.,Canada
Pinetree Capital Ltd.,Canada
Pizza Pizza Royalty Corp.,Canada
Platinum Group Metals Ltd.,Africa
Plazacorp Retail Properties Ltd.,Canada
PMI Gold Corporation,Australia/NZ/PNG
PNI Digital Media Inc.,Canada
Points International Ltd.,Canada
Polar Star Mining Corporation,Canada
Polaris Minerals Corporation,Canada
Pollard Banknote Limited,Canada
Polymet Mining Corp.,USA
Posera-HDX Inc.,Canada
Postmedia Network Canada Corp.,Canada
Potash Corporation of Saskatchewan Inc.,Canada
Potash Ridge Corporation,Canada
Power Corporation Of Canada,Canada
Power Financial Corporation,Canada
PowerShares 1-5 Year Laddered Investment Grade Corporate Bond Index ETF,Canada
PowerShares Canadian Dividend Index ETF,Canada
PowerShares Canadian Preferred Share Index ETF,Canada
PowerShares FTSE RAFI Canadian Fundamental Index ETF,Canada
PowerShares FTSE RAFI US Fundamental (CAD Hedged) Index ETF,Canada
PowerShares Fundamental High Yield Corporate Bond (CAD Hedged) Index ETF,Canada
PowerShares QQQ (CAD Hedged) Index ETF,Canada
PowerShares S&P 500 High Beta (CAD Hedged) Index ETF,Canada
PowerShares S&P 500 Low Volatility (CAD Hedged) Index ETF,Canada
PowerShares S&P/TSX Composite High Beta Index ETF,Canada
PowerShares S&P/TSX Composite Low Volatility Index ETF,Canada
PowerShares Senior Loan (CAD Hedged) Index ETF,Canada
PowerShares Tactical Bond ETF,Canada
PowerShares Ultra DLUX Long Term Government Bond Index ETF,Canada
Powertech Uranium Corp.,USA
Precious Metals and Mining Trust,Canada
Precious Metals Bullion Trust,Canada
Precision Drilling Corporation,Canada
Preferred Share Investment Trust,Canada
Premier Canadian Income Fund,Canada
Premier Gold Mines Limited,Canada
Premium Brands Holdings Corporation,Canada
Premium Income Corporation,Canada
Pretium Resources Inc.,Canada
Primary Energy Recycling Corporation,USA
Prime Dividend Corp.,Canada
Primero Mining Corp,Canada
Progressive Waste Solutions Ltd.,Canada
ProMetic Life Sciences Inc.,Canada
Propel Multi-Strategy Fund,Canada
Prophecy Coal Corp.,Canada
Pulse Seismic Inc,Canada
Pure Industrial Real Estate Trust,Canada
Pure Technologies Ltd.,Canada
Purpose Core Dividend Fund,Canada
Purpose Diversified Real Asset Fund,Canada
Purpose High Interest Savings ETF,Canada
Purpose Monthly Income Fund,Canada
Purpose Tactical Hedged Equity Fund,Canada
Purpose Total Return Bond Fund,Canada
QLT Inc.,Canada
QMX Gold Corporation,Canada
Quebecor Inc.,Canada
Quest Rare Minerals Ltd.,Canada
Questerre Energy Corporation,Canada
R Split III Corp.,Canada
Raging River Exploration Inc.,Canada
Ram Power Corp,USA
Rare Element Resources Ltd.,USA
Raven Rock Strategic Income Fund,Canada
Ravensource Fund,Canada
RBC Target 2014 Corporate Bond Index ETF,Canada
RBC Target 2015 Corporate Bond Index ETF,Canada
RBC Target 2016 Corporate Bond Index ETF,Canada
RBC Target 2017 Corporate Bond Index ETF,Canada
RBC Target 2018 Corporate Bond Index ETF,Canada
RBC Target 2019 Corporate Bond Index ETF,Canada
RBC Target 2020 Corporate Bond Index ETF,Canada
RBC Target 2021 Corporate Bond Index ETF,Canada
RDM Corporation,Canada
Red Crescent Resources Limited,UK/Europe
Redhawk Resources Inc,Canada
Redknee Solutions Inc.,Canada
Redline Communications Group Inc.,Canada
Redzone Resources Ltd,Canada
Regal Lifestyle Communities Inc.,Canada
REIT INDEXPLUS Income Fund,Canada
Reitmans (Canada) Limited,Canada
Reliance Resources Limited,Canada
Renaissance Gold Inc.,USA
Renewable Energy Developers Inc.,Canada
Resolute Forest Products Inc.,Canada
Response Biomedical Corp.,Canada
Resverlogix Corp.,Canada
Retrocom Real Estate Investment Trust,Canada
Revett Minerals Inc.,USA
Revolution Resources Corp.,Canada
Richards Packaging Income Fund,Canada
Richelieu Hardware Ltd.,Canada
Richmont Mines Inc.,Canada
Ridgewood Canadian Investment Grade Bond Fund,Canada
Ridley Inc.,USA
Rio Alto Mining Limited,Canada
Rio Novo Gold Inc,Mexico and Central/South America
Riocan Real Estate Investment Trust,Canada
Ritchie Bros. Auctioneers Incorporated,Canada
RMP Energy Inc.,Canada
Rock Energy Inc.,Canada
Rockgate Capital Corp,Canada
Rockwell Diamonds Inc.,Africa
Rocky Mountain Dealerships Inc.,Canada
Rogers Communications Inc.,Canada
Rogers Sugar Inc.,Canada
ROI Canadian High Income Mortgage Fund,Canada
ROI Canadian Mortgage Income Fund,Canada
ROI Canadian Real Estate Fund,Canada
Romarco Minerals Inc,Canada
RONA Inc.,Canada
Royal Bank of Canada,Canada
Royal Canadian Mint - Canadian Silver Reserves,Canada
Royal Canadian Mint ETR,Canada
Royal Gold Inc.,USA
Royal Host Inc.,Canada
Royal Nickel Corporation,Canada
RTG Mining Inc.,Australia/NZ/PNG
Rubicon Minerals Corporation,Canada
Russel Metals Inc.,Canada
Rutter Inc.,Canada
S Split Corp.,Canada
Sabina Gold & Silver Corp.,Canada
San Gold Corporation,Canada
Sandstorm Gold Ltd.,Canada
Sandvine Corporation,Canada
Santonia Energy Inc.,Canada
Saputo Inc.,Canada
Savanna Energy Services Corp.,Canada
Savaria Corporation,Canada
SCITI ROCS Trust,Canada
SCITI Trust,Canada
Scorpio Mining Corporation,Canada
Seabridge Gold Inc.,Canada
Sears Canada Inc.,Canada
Second Cup Ltd. (The),Canada
Secure Energy Services Inc.,Canada
Semafo Inc.,Canada
Senior Secured Floating Rate Loan Fund,Canada
Sentry Select Primary Metals Corp.,Canada
Senvest Capital Inc.,Canada
Serabi Gold plc,UK/Europe
Serica Energy plc,UK/Europe
Serinus Energy Inc.,Canada
Shaw Communications Inc.,Canada
ShawCor Ltd.,Canada
Sherritt International Corporation,Canada
Shoppers Drug Mart Corporation,Canada
Shore Gold Inc.,Canada
Shoreline Energy Corp.,Canada
Sierra Metals Inc.,Canada
Sierra Wireless Inc.,Canada
Silver Bear Resources Inc.,Canada
"Silver Bull Resources, Inc.",USA
Silver Bullion Trust,Canada
Silver Predator Corp.,Canada
Silver Standard Resources Inc.,Canada
Silver Wheaton Corp.,Canada
Silvercorp Metals Inc.,China/Asia
SIR Royalty Income Fund,Canada
Sirius XM Canada Holdings Inc.,Canada
Sirocco Mining Inc.,Canada
Skylon All Asset Trust,Canada
Skylon Growth & Income Trust,Canada
SMART Technologies Inc,Canada
SNC-Lavalin Group Inc.,Canada
Solitario Exploration & Royalty Corp.,USA
Solium Capital Inc.,Canada
Sonde Resources Corp,Canada
South American Silver Corp.,Canada
Southern Pacific Resource Corp,Canada
SouthGobi Resources Ltd.,Canada
Spectral Diagnostics Inc.,Canada
Sprott Inc.,Canada
Sprott Physical Gold Trust,Canada
Sprott Physical Platinum and Palladium Trust,Canada
Sprott Physical Silver Trust,Canada
Sprott Resource Corp.,USA
Sprott Strategic Fixed Income Fund,Canada
Spyglass Resources Corp.,Canada
St Andrew Goldfields Ltd.,Canada
St. Augustine Gold and Copper Limited,USA
Stantec Inc.,Canada
Star Hedge Managers Corp.,Canada
Star Hedge Managers Corp. II,Canada
Star Portfolio Corp.,Canada
Starcore International Mines Ltd.,Canada
Stella-Jones Inc.,Canada
Stillwater Mining Company,USA
Stockport Exploration Inc.,Canada
Stone Agribusiness Fund,Canada
Stonegate Agricom Ltd,Canada
Stornoway Diamond Corporation,Canada
Strad Energy Services Ltd.,Canada
Strateco Resources Inc.,Canada
Strategic Income Allocation Fund,Canada
Strongco Corporation,Canada
Student Transportation Inc.,USA
Sulliden Gold Corporation Ltd,Canada
Summit Industrial Income REIT,Canada
Sun Life Financial Inc.,Canada
Suncor Energy Inc.,Canada
SunOpta Inc.,Canada
Sunshine Oilsands Ltd.,Canada
Sunwah International Limited,China/Asia
Sunward Resources Ltd.,Canada
Superior Plus Corp,Canada
Supremex Inc.,Canada
Surge Energy Inc.,Canada
Swisher Hygiene Inc.,USA
Symphony Floating Rate Senior Loan Fund,Canada
Synex International Inc.,Canada
TAG Oil Ltd.,Canada
Tahoe Resources Inc,USA
Taiga Building Products Ltd.,Canada
Talisman Energy Inc.,Canada
Talon Metals Corp.,Mexico and Central/South America
Tanzanian Royalty Exploration Corporation,Canada
Taseko Mines Limited,Canada
Taylor North American Equity Opportunities Fund,Canada
TD Split Inc.,Canada
TDb Split Corp.,Canada
TearLab Corporation,USA
Tech Leaders Income Fund,Canada
Teck Resources Limited,Canada
TECSYS Inc.,Canada
Tekmira Pharmaceuticals Corporation,Canada
Tellza Communications Inc.,Canada
TELUS Corporation,Canada
Tembec Inc.,Canada
Temple Hotels Inc.,Canada
Ten Peaks Coffee Company Inc.,Canada
TeraGo Inc.,Canada
Teranga Gold Corporation,Canada
Terra Energy Corp.,Canada
TerraVest Capital Inc.,Canada
Tesla Exploration Ltd,Canada
Tethys Petroleum Limited,Other
Theratechnologies Inc.,Canada
Thompson Creek Metals Company Inc.,USA
Thomson Reuters Corporation,Canada
Tim Hortons Inc.,Canada
Timbercreek Global Real Estate Fund,Canada
Timbercreek Mortgage Investment Corporation,Canada
Timbercreek Senior Mortgage Investment Corporation,Canada
Timmins Gold Corp.,Canada
TMX Group Limited,Canada
Top 10 Canadian Financial Trust,Canada
Top 10 Split Trust,Canada
Top 20 Dividend Trust,Canada
Top 20 Europe Dividend Trust,Canada
Top 20 U.S. Dividend Trust,Canada
TORC Oil & Gas Ltd.,Canada
Torex Gold Resources Inc.,Canada
Toromont Industries Ltd.,Canada
Toronto-Dominion Bank (The),Canada
Torstar Corporation,Canada
Toscana Energy Income Corporation,Canada
Total Energy Services Inc.,Canada
Touchstone Gold Limited,Canada
Tourmaline Oil Corp.,Canada
TransAlta Corporation,Canada
TransAlta Renewables Inc.,Canada
Transat A.T. Inc.,Canada
TransAtlantic Petroleum Ltd,USA
TransCanada Corporation,Canada
TransCanada PipeLines Limited,Canada
Transcontinental Inc.,Canada
TransForce Inc.,Canada
TransGlobe Apartment Real Estate Investment Trust,Canada
TransGlobe Energy Corporation,Canada
Transition Therapeutics Inc.,Canada
Treasury Metals Inc,Canada
Tree Island Steel Ltd.,Canada
Trevali Mining Corporation,Canada
Trez Capital Mortgage Investment Corporation,Canada
Trez Capital Senior Mortgage Investment Corporation,Canada
TriAusMin Limited,Australia/NZ/PNG
Triax Diversified High-Yield Trust,Canada
Trican Well Service Ltd.,Canada
Tricon Capital Group Inc,Canada
Trident Performance Corp II,Canada
Trident Performance Corp.,Canada
Trilogy Energy Corp,Canada
Trimac Transportation Ltd.,Canada
Trimel Pharmaceuticals Corporation,Canada
Trinidad Drilling Ltd.,Canada
Troy Resources Limited,Australia/NZ/PNG
True North Apartment Real Estate Investment Trust,Canada
True North Commercial Real Estate Investment Trust,Canada
TSO3 Inc.,Canada
Tuckamore Capital Management Inc.,Canada
Tucows Inc.,Canada
Turquoise Hill Resources Ltd.,Canada
Tuscany International Drilling Inc,Canada
TVA Group Inc.,Canada
TVI Pacific Inc.,Canada
Twin Butte Energy Ltd.,Canada
U.S. Agency Mortgage-Backed REIT Advantaged Fund,Canada
U.S. Geothermal Inc.,USA
U.S. Housing Recovery Fund,Canada
U.S. Silver & Gold Inc.,Canada
U3O8 Corp.,Canada
UBS Global Allocation Trust,Canada
UEX Corporation,Canada
Union Gas Limited,Canada
Uni-Select Inc.,Canada
United Corporations Limited,Canada
United Silver Corp.,Canada
Uranerz Energy Corporation,USA
Uranium One Inc.,Canada
Uranium Participation Corporation,Canada
