Name,Country
Commerce Split Corp.,Canada
Commercial Solutions Inc.,Canada
COMPASS Income Fund,Canada
Computer Modelling Group Ltd.,Canada
Concordia Healthcare Corp.,Canada
Condor Petroleum Inc.,Canada
Connacher Oil and Gas Limited,Canada
Consolidated HCI Holdings Corporation,Canada
Constellation Software Inc.,Canada
Continental Gold Limited,Canada
Continental Precious Minerals Inc.,Canada
Contrans Group Inc,Canada
Co-operators General Insurance Company,Canada
Copernican International Premium Dividend Fund,Canada
Copernican World Financial Infrastructure Trust,Canada
Copper Mountain Mining Corporation,Canada
Corby Spirit and Wine Limited,Canada
Core Canadian Dividend Trust,Canada
Coro Mining Corp.,Canada
Corona Gold Corporation,Canada
Corridor Resources Inc.,Canada
Corus Entertainment Inc.,Canada
Corvus Gold Inc,Canada
Cott Corporation,USA
Counsel Corporation,Canada
CounterPath Corporation,Canada
Coxe Commodity Strategy Fund,Canada
Coxe Global Agribusiness Income Fund,Canada
Crescent Point Energy Corp.,Canada
Crew Energy Inc.,Canada
CRH Medical Corporation,Canada
CriticalControl Solutions Corp,Canada
Crius Energy Trust,USA
Crocodile Gold Corp,Canada
Crocotta Energy Inc.,Canada
Crombie Real Estate Investment Trust,Canada
CT Real Estate Investment Trust,Canada
CU Inc.,Canada
Curis Resources Ltd.,Canada
Currency Exchange International Corp.,USA
CVTech Group Inc.,Canada
Cymbria Corporation,Canada
Dalradian Resources Inc,Canada
Danier Leather Inc.,Canada
Data Group Inc.,Canada
Davis + Henderson Corporation,Canada
D-Box Technologies Inc.,Canada
DDJ High Yield Fund,Canada
DDS Wireless International Inc.,Canada
Deans Knight Income Corporation,Canada
DeeThree Exploration Ltd.,Canada
Dejour Energy Inc.,Canada
Delphi Energy Corp.,Canada
Delrand Resources Limited,Africa
Denison Mines Corp.,Canada
Descartes Systems Group Inc. (The),Canada
Detour Gold Corporation,Canada
DHX Media Ltd.,Canada
DiagnoCure Inc.,Canada
Difference Capital Financial Inc.,Canada
DIR Industrial Properties Inc.,Canada
DirectCash Payments Inc.,Canada
DIRTT Environmental Solutions Ltd.,Canada
Discovery Air Inc.,Canada
Diversified Alpha Fund II,Canada
Dividend 15 Split Corp.,Canada
Dividend 15 Split Corp. II,Canada
Dividend Growth Split Corp.,Canada
Dividend Select 15 Corp.,Canada
Dollarama Inc,Canada
Dominion Citrus Income Fund,Canada
Dominion Citrus Limited,Canada
Dominion Diamond Corporation,Canada
Domtar (Canada) Paper Inc.,Canada
Domtar Corporation,Canada
Dorel Industries Inc.,Canada
DoubleLine Income Solutions Trust,Canada
DPF India Opportunities Fund,Canada
DragonWave Inc.,Canada
DREAM Unlimited Corp.,Canada
Duluth Metals Limited,USA
Dundee Corporation,Canada
Dundee Energy Limited,Canada
Dundee Industrial Real Estate Investment Trust,Canada
Dundee International Real Estate Investment Trust,Canada
Dundee Precious Metals Inc.,Canada
Dundee Real Estate Investment Trust,Canada
Dynacor Gold Mines Inc.,Canada
Dynasty Metals & Mining Inc.,Canada
Eagle Energy Trust,Canada
East Coast Investment Grade Income Fund,Canada
Eastern Platinum Limited,Canada
Eastmain Resources Inc.,Canada
easyhome Ltd.,Canada
Eclipse Residential Mortgage Investment Corporation,Canada
Eco Oro Minerals Corp,Canada
Economic Investment Trust Limited,Canada
Ecopetrol S.A.,Mexico and Central/South America
EcoSynthetix Inc,Canada
EGI Financial Holdings Inc.,Canada
E-L Financial Corporation Limited,Canada
Eldorado Gold Corporation,Canada
Electrovaya Inc.,Canada
Element Financial Corporation,Canada
Elemental Minerals Limited,Australia/NZ/PNG
Elgin Mining Inc.,Canada
EMC Metals Corp.,USA
EMED Mining Public Limited,UK/Europe
Emera Incorporated,Canada
Empire Company Limited,Canada
Enbridge Inc.,Canada
Enbridge Income Fund Holdings Inc.,Canada
Encana Corporation,Canada
Endeavour Mining Corporation,Other
Endeavour Silver Corp.,Canada
EnerCare Inc.,Canada
Enerflex Ltd.,Canada
Energizer Resources Inc.,Canada
Energy Fuels Inc.,USA
Energy Income Fund,Canada
ENERGY INDEXPLUS Dividend Fund,Canada
Energy Leaders Income Fund,Canada
Enerplus Corporation,Canada
Enghouse Systems Limited,Canada
Ensign Energy Services Inc.,Canada
"Enterprise Group, Inc.",Canada
Entree Gold Inc.,Canada
Epsilon Energy Ltd.,Canada
EQ Inc.,Canada
Equal Energy Ltd,Canada
Equitable Group Inc.,Canada
Equity Financial Holdings Inc.,Canada
Erdene Resource Development Corporation,Canada
Espial Group Inc.,Canada
Essential Energy Services Ltd.,Canada
Etrion Corporation,UK/Europe
Evertz Technologies Limited,Canada
Evolving Gold Corp.,Canada
Exall Energy Corporation,Canada
Excel Latin America Bond Fund,Canada
Excel Latin America Bond Fund II,Canada
Excellon Resources Inc.,Canada
Exchange Income Corporation,Canada
Exco Technologies Limited,Canada
Exeter Resource Corporation,Canada
EXFO Inc,Canada
Extendicare Inc.,Canada
Faircourt Gold Income Corp.,Canada
Faircourt Split Trust,Canada
Fairfax Financial Holdings Limited,Canada
FAM Real Estate Investment Trust,Canada
Fiera Capital Corporation,Canada
Financial 15 Split Corp.,Canada
Financial 15 Split Corp. II,Canada
Finning International Inc.,Canada
Firan Technology Group Corporation,Canada
Firm Capital Mortgage Investment Corporation,Canada
First  Asset Canadian REIT Income Fund,Canada
First Asset Can-60 Covered Call ETF,Canada
First Asset Canadian Convertible Bond ETF,Canada
First Asset Canadian Dividend Opportunity Fund II,Canada
First Asset CanBanc Split Corp.,Canada
First Asset Can-Energy Covered Call ETF,Canada
First Asset Can-Financials Covered Call ETF,Canada
First Asset Can-Materials Covered Call ETF,Canada
First Asset DEX 1-5 Year Laddered Government Strip Bond Index ETF,Canada
First Asset DEX All Canada Bond Barbell Index ETF,Canada
First Asset DEX Corporate Bond Barbell Index ETF,Canada
First Asset DEX Government Bond Barbell Index ETF,Canada
First Asset DEX Provincial Bond Index ETF,Canada
First Asset Diversified Convertible Debenture Fund,Canada
First Asset Energy & Resource Fund L.P.,Canada
First Asset Morningstar Canada Dividend Target 30 Index ETF,Canada
First Asset Morningstar Canada Momentum Index ETF,Canada
First Asset Morningstar Canada Value Index ETF,Canada
First Asset Morningstar Emerging Markets Composite Bond Index ETF,Canada
First Asset Morningstar National Bank Quebec Index ETF,Canada
First Asset Morningstar U.S. Consumer Defensive Index Fund,Canada
First Asset Morningstar US Dividend Target 50 Index ETF,Canada
First Asset Morningstar US Momentum Index ETF,Canada
First Asset Morningstar US Value Index ETF,Canada
First Asset Pipes & Power Income Fund,Canada
First Asset Tech Giants Covered Call ETF,Canada
First Asset U.S. & Canada LifeCo Income Fund,Canada
First Asset Yield Opportunity Trust,Canada
First Capital Realty Inc.,Canada
First Majestic Silver Corp.,Canada
First National Financial Corporation,Canada
First National Mortgage Investment Fund,Canada
First Nickel Inc.,Canada
First Point Minerals Corp.,Canada
First Quantum Minerals Ltd.,Canada
First Trust Advantaged Short Duration High Yield Bond Fund,Canada
First Trust AlphaDEX Canadian Dividend Plus ETF,Canada
First Trust AlphaDEX Emerging Market Dividend ETF (CAD-Hedged),Canada
First Trust AlphaDEX U.S. Dividend Plus ETF (CAD-Hedged),Canada
First Trust Senior Loan ETF (CAD-Hedged),Canada
FirstService Corporation,Canada
Flaherty & Crumrine Investment Grade Fixed Income Fund,Canada
Floating Rate Income Fund,Canada
Foraco International SA,UK/Europe
Forbes & Manhattan Coal Corp.,Canada
Formation Metals Inc,Canada
Forsys Metals Corp.,Canada
Fortis Inc.,Canada
Fortress Paper Ltd.,Canada
Fortuna Silver Mines Inc,Mexico and Central/South America
Fortune Minerals Limited,Canada
FP Newspapers Inc.,Canada
Franco-Nevada Corporation,Canada
Freegold Ventures Limited,Canada
Freehold Royalties Ltd.,Canada
Front Street U.S. MLP Income Fund Ltd.,Canada
Frontier Rare Earths Limited,UK/Europe
Gabriel Resources Ltd.,UK/Europe
Gamehost Inc.,Canada
GASFRAC Energy Services Inc.,Canada
Gazit-Globe Ltd.,Other
Gear Energy Ltd.,Canada
Gendis Inc.,Canada
GeneNews Limited,Canada
General Moly Inc.,USA
General Motors Company,USA
Genesis Land Development Corp.,Canada
GENIVAR Inc.,Canada
Genworth MI Canada Inc.,Canada
Geodrill Limited,Africa
Geologix Explorations Inc.,Canada
George Weston Limited,Canada
Geovic Mining Corp.,USA
Gibson Energy Inc.,Canada
Gildan Activewear Inc.,Canada
Glacier Media Inc.,Canada
Glentel Inc.,Canada
GLG Life Tech Corporation,China/Asia
Global Advantaged Telecom & Utilities Income Fund,Canada
Global Champions Split Corp.,Canada
Global Diversified Investment Grade Income Trust,Canada
Global Diversified Investment Grade Income Trust II,Canada
Global Dividend Fund,Canada
Global Dividend Growers Income Fund,Canada
Globex Mining Enterprises Inc.,Canada
Gluskin Sheff + Associates Inc.,Canada
GLV Inc.,Canada
GMP Capital Inc,Canada
GoGold Resources Inc.,Canada
Gold Participation and Income Fund,Canada
Goldcorp Inc.,Canada
Golden Minerals Company,USA
Golden Queen Mining Co. Ltd.,Canada
Golden Star Resources Ltd.,USA
Goldgroup Mining Inc.,Canada
Goodfellow Inc.,Canada
Goodman Gold Trust,Canada
Gran Colombia Gold Corp.,Mexico and Central/South America
Gran Tierra Energy Inc.,Canada
Gran Tierra Exchangeco Inc.,Canada
Granite Real Estate Investment Trust,Canada
Great Canadian Gaming Corporation,Canada
Great Panther Silver Limited,Canada
Great-West Lifeco Inc.,Canada
Groupe Bikini Village Inc.,Canada
Guardian Capital Group Limited,Canada
GuestLogix Inc,Canada
Guyana Goldfields Inc.,Canada
GVIC Communications Corp.,Canada
GWR Global Water Resources Corp.,USA
H&R Real Estate Investment Trust,Canada
Halogen Software Inc.,Canada
Hammond Manufacturing Company Limited,Canada
Hammond Power Solutions Inc.,Canada
Hanfeng Evergreen Inc.,China/Asia
Hanwei Energy Services Corp.,China/Asia
Hard Creek Nickel Corporation,Canada
Hardwoods Distribution Inc.,Canada
Hartco Inc.,Canada
Harte Gold Corp.,Canada
HBanc Capital Securities Trust,Canada
HealthLease Properties Real Estate Investment Trust,USA
Helix BioPharma Corp.,Canada
Heritage Oil Corporation,Canada
Heroux-Devtek Inc.,Canada
High Arctic Energy Services Inc.,Canada
High Liner Foods Incorporated,Canada
High Yield & Mortgage Plus Trust,Canada
HNZ Group Inc.,Canada
Holloway Lodging Corporation,Canada
Home Capital Group Inc.,Canada
Horizon North Logistics Inc.,Canada
Horizons Active Cdn Bond ETF,Canada
Horizons Active Cdn Dividend ETF,Canada
Horizons Active Corporate Bond ETF,Canada
Horizons Active Diversified Income ETF,Canada
Horizons Active Emerging Markets Dividend ETF,Canada
Horizons Active Floating Rate Bond ETF,Canada
Horizons Active Floating Rate Preferred Share ETF,Canada
Horizons Active Global Dividend ETF,Canada
Horizons Active High Yield Bond ETF,Canada
Horizons Active Preferred Share ETF,Canada
Horizons Active S&P/TSX 60 Index Covered Call ETF,Canada
Horizons Active US Floating Rate Bond (USD) ETF,Canada
Horizons Active Yield Matched Duration ETF,Canada
Horizons Auspice Broad Commodity Index ETF,Canada
Horizons Auspice Managed Futures Index ETF,Canada
Horizons Australian Dollar Currency ETF,Canada
Horizons BetaPro Comex Copper Bear Plus ETF,Canada
Horizons BetaPro Comex Copper Bull Plus ETF,Canada
Horizons BetaPro COMEX Gold Bullion Bear Plus ETF,Canada
Horizons BetaPro COMEX Gold Bullion Bull Plus ETF,Canada
Horizons BetaPro COMEX Silver Bear Plus ETF,Canada
Horizons BetaPro COMEX Silver Bull Plus ETF,Canada
Horizons BetaPro MSCI Emerging Markets Bear Plus ETF,Canada
Horizons BetaPro MSCI Emerging Markets Bull Plus  ETF,Canada
Horizons BetaPro NASDAQ-100 Bear Plus ETF,Canada
Horizons BetaPro NASDAQ-100 Bull Plus ETF,Canada
Horizons BetaPro NYMEX Crude Oil Bear Plus ETF,Canada
Horizons BetaPro NYMEX Crude Oil Bull Plus ETF,Canada
Horizons BetaPro NYMEX Natural Gas Bear Plus ETF,Canada
Horizons BetaPro NYMEX Natural Gas Bull Plus ETF,Canada
Horizons BetaPro S&P 500 Bear Plus ETF,Canada
Horizons BetaPro S&P 500 Bull Plus ETF,Canada
Horizons BetaPro S&P 500 Inverse ETF,Canada
Horizons BetaPro S&P 500 VIX Short-Term Futures Bull Plus ETF,Canada
Horizons BetaPro S&P 500 VIX Short-Term Futures ETF,Canada
Horizons BetaPro S&P 500 VIX Short-Term Futures Inverse ETF,Canada
Horizons BetaPro S&P/TSX 60 Bear Plus ETF,Canada
Horizons BetaPro S&P/TSX 60 Bull Plus ETF,Canada
Horizons BetaPro S&P/TSX 60 Inverse ETF,Canada
Horizons BetaPro S&P/TSX Capped Energy Bear Plus ETF,Canada
Horizons BetaPro S&P/TSX Capped Energy Bull Plus ETF,Canada
Horizons BetaPro S&P/TSX Capped Financials Bear Plus ETF,Canada
Horizons BetaPro S&P/TSX Capped Financials Bull Plus ETF,Canada
Horizons BetaPro S&P/TSX Global Base Metals Bear Plus ETF,Canada
Horizons BetaPro S&P/TSX Global Base Metals Bull Plus ETF,Canada
Horizons BetaPro S&P/TSX Global Gold Bear Plus ETF,Canada
Horizons BetaPro S&P/TSX Global Gold Bull Plus ETF,Canada
Horizons BetaPro U.S. 30-yr Bond Bear Plus ETF,Canada
Horizons COMEX Gold ETF,Canada
Horizons COMEX Silver ETF,Canada
Horizons Crude Oil Yield ETF,Canada
Horizons Enhanced Income Energy ETF,Canada
Horizons Enhanced Income Equity ETF,Canada
Horizons Enhanced Income Financials ETF,Canada
Horizons Enhanced Income Gold Producers ETF,Canada
Horizons Enhanced Income International Equity ETF,Canada
Horizons Enhanced Income US Equity (USD) ETF,Canada
Horizons Enhanced US Equity Income ETF,Canada
Horizons Gold Yield ETF,Canada
Horizons Morningstar Hedge Fund Index ETF,Canada
Horizons Natural Gas Yield ETF,Canada
Horizons NYMEX Crude Oil ETF,Canada
Horizons NYMEX Natural Gas ETF,Canada
Horizons S&P 500 Index ETF,Canada
Horizons S&P/TSX 60 Equal Weight Index ETF,Canada
Horizons S&P/TSX 60 Index ETF,Canada
Horizons S&P/TSX Capped Energy Index ETF,Canada
Horizons S&P/TSX Capped Financials Index ETF,Canada
Horizons Seasonal Rotation ETF,Canada
Horizons Silver Yield ETF,Canada
Horizons U.S. Dollar Currency ETF,Canada
