Name,Country
Goldrea Resources Corp.,Canada
Goldrock Mines Corp.,Canada
Goldrush Resources Ltd.,Canada
Goldsource Mines Inc.,Canada
Goldspike Exploration Inc,Canada
Goldstar Minerals Inc,Canada
Goldstream Minerals Inc,Canada
Goldstrike Resources Ltd,Canada
Gonzaga Resources Ltd,Canada
Gordon Creek Energy Inc.,Canada
Gossan Resources Limited,Canada
Gowest Gold Ltd,Canada
GPM Metals Inc.,Canada
Grand Peak Capital Corp,Canada
Grand Power Logistics Group Inc.,China/Asia
Grande Portage Resources Ltd.,Canada
Grande West Transportation Group Inc.,Canada
Granite Creek Gold Ltd,Canada
Graphite One Resources Inc,Canada
Gray Rock Resources Ltd.,Canada
Great Atlantic Resources Corp,Canada
Great Bear Resources Ltd.,Canada
Great Northern Gold Exploration Corporation,Canada
Great Prairie Energy Services Inc.,Canada
Great Quest Metals Ltd.,Canada
Great Thunder Gold Corp.,Canada
Great Western Minerals Group Ltd.,Canada
Green Arrow Resources Inc.,Canada
Green Swan Capital Corp,Canada
Green Valley Mine Incorporated,Canada
Greenangel Energy Corp,Canada
Greenbriar Capital Corp,Canada
Greencastle Resources Ltd.,Canada
Greenfields Petroleum Corporation,USA
Greenock Resources Inc,Canada
GreenStar Agricultural Corporation,China/Asia
Grenville Gold Corp,Canada
Grizzly Discoveries Inc,Canada
Groundstar Resources Limited,Canada
Gstaad Capital Corp,Canada
GTA Resources and Mining Inc,Canada
GTO Resources Inc,Canada
Guardian Exploration Inc,Canada
Guerrero Exploration Inc,Canada
Gulf & Pacific Equities Corp.,Canada
Gulf Shores Resources Ltd.,Canada
Gulfstream Acquisition 1 Corp.,Canada
Gunpoint Exploration Ltd,Canada
Guyana Frontier Mining Corp,Canada
GWR Resources Inc.,Canada
H2O Innovation Inc,Canada
Habanero Resources Inc.,Canada
Halmont Properties Corporation,Canada
Hamilton Thorne Ltd,USA
Hansa Resources Limited,Canada
Happy Creek Minerals Ltd,Canada
Hart Stores Inc,Canada
Harvest Gold Corp,Canada
Hawk Exploration Ltd,Canada
Hawkeye Gold & Diamond Inc.,Canada
Heatherdale Resources Ltd,Canada
Helijet International Inc.,Canada
Helio Resource Corp.,Canada
Hellix Ventures Inc.,Canada
Hemisphere Energy Corporation,Canada
Hermes Financial Inc,Canada
HFX Holding Corp.,Canada
HHT Investments Inc.,Canada
High North Resources Ltd.,Canada
Highbank Resources Ltd.,Canada
Highbury Projects Inc,Canada
Highland Copper Company Inc.,Canada
Highvista Gold Inc,Canada
Highway 50 Gold Corp.,Canada
Hillcrest Resources Ltd.,Canada
Hinterland Metals Inc.,Canada
Hodgins Auctioneers Inc.,Canada
Hombre Capital Inc.,Canada
Homestake Resource Corporation,Canada
Honey Badger Exploration Inc,Canada
Horizon Petroleum PLC,Canada
Horn Petroleum Corporation,Canada
Hornby Bay Mineral Exploration Ltd,Canada
Houston Lake Mining Inc.,Canada
HRT Participacoes em Petroleo S.A.,Mexico and Central/South America
HTC Purenergy Inc.,Canada
Huakan International Mining Inc,Canada
Huaxing Machinery Corp,China/Asia
Hudson Resources Inc.,Canada
Hudson River Minerals Ltd,Canada
Huldra Silver Inc.,Canada
Humboldt Capital Corporation,Canada
Hunt Mining Corp,USA
Hunter Bay Minerals PLC,UK/Europe
Huntington Exploration Inc,Canada
Hyperion Exploration Corp,Canada
IBC Advanced Alloys Corp,Canada
IBEX Technologies Inc,Canada
iCo Therapeutics Inc,Canada
Icon Exploration Inc.,Canada
Iconic Minerals Ltd,Canada
"ID Watchdog, Inc",USA
IEMR Resources Inc.,China/Asia
iFabric Corp,Canada
IGC Resources Inc.,Canada
ILedor Exploration Corporation,Canada
iLOOKABOUT Corp,Canada
Imaflex Inc.,Canada
I-Minerals Inc,Canada
Immunotec Inc.,Canada
Immunovaccine Inc,Canada
IMPACT Silver Corp.,Canada
Imperial Equities Inc.,Canada
Imperial Ginseng Products Ltd.,Canada
Inca One Resources Corp,Canada
Independence Gold Corp,Canada
Indico Resources Ltd,USA
Indigo Exploration Inc.,Canada
Industrialex Manufacturing Corp.,USA
Infinito Gold Ltd,Canada
Infinity Minerals Corp,Canada
Inform Exploration Corp,Canada
Inform Resources Corp,Canada
Infrastructure Materials Corp,USA
Inlet Resources Ltd.,Canada
Innovative Properties Inc.,Canada
Innovente Inc,Canada
Innovotech Inc.,Canada
Inovent Capital Inc.,Canada
Input Capital Corp.,Canada
Integra Gold Corp,Canada
IntelGenx Technologies Corp,Canada
Intema Solutions Inc,Canada
Intercept Energy Services Inc.,Canada
Interconnect Ventures Corporation,Canada
International Barrier Technology Inc.,Canada
International Bethlehem Mining Corp,Canada
International Enexco Limited,Canada
International Frontier Resources Corp.,Canada
International Lithium Corp,Canada
International Millennium Mining Corp,Canada
International Montoro Resources Inc.,Canada
International Northair Mines Ltd.,Canada
International Parkside Products Inc.,Canada
International PBX Ventures Ltd.,Canada
International Samuel Exploration Corp.,Canada
Inter-Rock Minerals Inc.,Canada
Intertainment Media Inc,Canada
Intigold Mines Ltd,Canada
In-Touch Survey Systems Ltd.,Canada
Invenio Resources Corp.,Canada
Inventronics Limited,Canada
Iona Energy Inc,Canada
Iplayco Corporation Ltd,Canada
Iron Creek Capital Corp,Canada
Iron South Mining Corp,Canada
Iron Tank Resources Corp,Canada
Ironhorse Oil & Gas Inc.,Canada
iSign Media Solutions Inc,Canada
ISIS Lab Corporation,Canada
Ituna Capital Corporation,Canada
Ivrnet Inc.,Canada
IWG Technologies Inc,Canada
J.A.G. Mines Ltd.,Canada
Jadela Oil Corp.,Canada
James Bay Resources Limited,Canada
Jasper Mining Corporation,Canada
Jaxon Minerals Inc,Canada
Jazz Resources Inc,Canada
Jemi Fibre Corp.,Canada
Jemtec Inc.,Canada
Jet Gold Corp.,Canada
Jiminex Inc,Canada
Jiulian Resources Inc,Canada
JM Capital II Corp,Canada
Josephine Mining Corp,USA
Jourdan Resources Inc.,Canada
Jubilee Gold Exploration Ltd.,Canada
Junex Inc.,Canada
Kairos Capital Corporation,Canada
Kaiyue International Inc.,China/Asia
Kaizen Discovery Inc.,Canada
Kalimantan Gold Corporation Limited,Canada
Kallisto Energy Corp,Canada
Kam and Ronson Media Group Inc.,China/Asia
Kaminak Gold Corporation,Canada
Kane Biotech Inc.,Canada
Karmin Exploration Inc.,Canada
Karoo Exploration Corp.,Canada
Karsten Energy Corp.,Canada
KazaX Minerals Inc,Canada
KCO Capital Inc.,Canada
KDR Industrials Ltd.,Canada
Kelso Technologies Inc.,Canada
Kenieba Goldfields Ltd,Canada
Kenna Resources Corp,Canada
Kennady Diamonds Inc,Canada
Kensington Court Ventures Inc,Canada
Kermode Resources Ltd.,Canada
Kesselrun Resources Ltd,Canada
Kestrel Gold Inc,Canada
Kettle River Resources Ltd.,Canada
KFG Resources Ltd.,USA
Khalkos Exploration Inc,Canada
Khayyam Minerals Ltd,Canada
Killbear Acquisition Corp,Canada
Killdeer Minerals Inc,Canada
Kilo Goldmines Ltd,Canada
Kincora Copper Limited,Canada
King George Financial Corporation,Canada
King's Bay Gold Corporation,Canada
Kingsland Energy Corp,Canada
Kingsman Resources Inc.,Canada
Kingsway Arms Retirement Residences Inc,Canada
Kiska Metals Corporation,Canada
Kitrinor Metals Inc.,Canada
Kivalliq Energy Corporation,Canada
Klondike Gold Corp.,Canada
Klondike Silver Corp,Canada
Knick Exploration Inc,Canada
KnightHawk Inc.,Canada
Knightswood Financial Corp.,Canada
Knol Resources Corp.,Canada
Kobex Minerals Inc,Canada
Kola Mining Corp,Canada
Kombat Copper Inc,Canada
Komet Resources Inc.,Canada
Kootenay Silver Inc,Canada
KR Investment Ltd.,Canada
KWG Resources Inc.,Canada
La Quinta Resources Corporation,Canada
La Ronge Gold Corp,Canada
Labrador Technologies Inc.,Canada
Lago Dourado Minerals Ltd.,Canada
Lakeland Resources Inc,Canada
Lakeside Minerals Inc,Canada
Lakeview Hotel Investment Corp.,Canada
Lamêlée Iron Ore Ltd.,Canada
Lara Exploration Ltd.,Canada
Largo Resources Ltd.,Canada
Lariat Energy Ltd.,Canada
Las Vegas From Home.Com Entertainment Inc.,Canada
Lateral Capital Corp.,Canada
Lateral Gold Corp,Canada
Latin American Minerals Inc.,Canada
Laurentian Goldfields Ltd,Canada
Laurion Mineral Exploration Inc,Canada
Leader Energy Services Ltd.,Canada
LED Medical Diagnostics Inc,Canada
Legend Gold Corp,Canada
Legend Power Systems Inc,Canada
Leis Industries Limited,Canada
LeoNovus Inc,USA
LGX Oil + Gas Inc,Canada
Lignol Energy Corporation,Canada
Lincoln Mining Corporation,Canada
Lingo Media Corporation,Canada
Lion One Metals Limited,Canada
Lions Gate Energy Inc.,Canada
Lions Gate Metals Inc,Canada
Liquid Nutrition Group Inc,Canada
Lithic Resources Ltd.,Canada
Liuyang Fireworks Limited,China/Asia
Logan Resources Ltd.,Canada
Lomiko Metals Inc,Canada
Lonestar West Inc,Canada
Long Harbour Exploration Corp.,Canada
Longreach Oil and Gas Limited,Canada
Loon Energy Corporation,Canada
Lorne Park Capital Partners Inc.,Canada
Lornex Capital Inc,Canada
Lorraine Copper Corp,Canada
Los Andes Copper Limited,Canada
Lovitt Resources Inc,Canada
Lowell Copper Ltd.,Canada
Loyalist Group Limited,Canada
Lucky Minerals Inc,Canada
Lucky Strike Resources Ltd.,Canada
Lumina Copper Corp,Canada
Lund Enterprises Corp.,Canada
Luxor Industrial Corporation,Canada
LX Ventures Inc.,Canada
Lynden Energy Corp,Canada
MacDonald Mines Exploration Ltd.,Canada
Macmillan Minerals Inc,Canada
Macro Enterprises Inc.,Canada
Macusani Yellowcake Inc,Canada
Madalena Energy Inc.,Canada
Madison Capital Corporation,Canada
Madison Minerals Inc.,Canada
Magellan Minerals Ltd,Canada
Magnum Energy Inc.,Canada
Magnum Goldcorp Inc.,Canada
Magor Corporation,Canada
Mainstream Minerals Corporation,Canada
Majescor Resources Inc.,Canada
Majestic Gold Corp.,Canada
Makena Resources Inc.,Canada
Malbex Resources Inc,Canada
Mammoth Resources Corp,Canada
Manado Gold Corp,Canada
Manas Petroleum Corporation,UK/Europe
Manicouagan Minerals Inc.,Canada
Manitex Capital Inc.,Canada
Manitok Energy Inc,Canada
Manitou Gold Inc,Canada
Manson Creek Resources Ltd.,Canada
Mantra Capital Inc,Canada
Maple Leaf Green World Inc.,China/Asia
Maple Leaf Resource Corp.,Canada
Maple Power Capital Corporation,Canada
Maplewood International Real Estate Investment Trust,Canada
Marauder Resources East Coast Inc.,Canada
Margaux Red Capital Inc,Canada
Margaux Resources Ltd.,Canada
Marifil Mines Ltd.,USA
Maritime Resources Corp.,Canada
Marksmen Energy Inc,Canada
Marlin Gold Mining Ltd.,Canada
Marquee Energy Ltd,Canada
Marquis Ventures Inc.,Canada
Mart Resources Inc.,Canada
Martina Minerals Corp,UK/Europe
Mason Graphite Inc.,Canada
Masuparia Gold Corporation,Canada
"Matachewan Consolidated Mines, Limited",Canada
Matamec Explorations Inc.,Canada
Matnic Resources Inc,Canada
MATRRIX Energy Technologies Inc,Canada
Maudore Minerals Ltd,Canada
MAX Resource Corp.,Canada
Maxim Resources Inc.,Canada
Maya Gold & Silver Inc.,Canada
Mazorro Resources Inc,Canada
McChip Resources Inc.,Canada
MCM Capital One Inc,Canada
McVicar Industries Inc,Canada
MCW Energy Group Limited,USA
Med Biogene Inc.,Canada
Medallion Resources Ltd.,Canada
Medgold Resources Corp.,Canada
Medicure Inc.,Canada
Medifocus Inc,USA
MedMira Inc,Canada
Medwell Capital Corp,Canada
Medworxx Solutions Inc,Canada
MedX Health Corp,Canada
Mega Copper Ltd.,Canada
Mega Precious Metals Inc,Canada
Megal Capital Corporation,Canada
Megastar Development Corp.,Canada
Melior Resources Inc,Canada
Melkior Resources Inc.,Canada
Mena Hydrocarbons Inc,Canada
Menika Mining Ltd.,Canada
Mercator Transport Group Corporation,Canada
Mercury Capital II Limited,Canada
Meritus Minerals Limited,Canada
Merrex Gold Inc.,Canada
Meryllion Resources Corporation,Canada
Mesa Exploration Corp,Canada
metalCORP Limited,Canada
Metalex Ventures Ltd.,Canada
Metallis Resources Inc.,Canada
Metallum Resources Inc,Canada
Metals Creek Resources Corp,Canada
Metanor Resources Inc.,Canada
Metropolitan Energy Corp,Canada
Mexigold Corp,Canada
Mezzotin Minerals Inc.,Canada
Micrex Development Corp.,Canada
MicroPlanet Technology Corp.,USA
Midasco Capital Corp.,Canada
Midland Exploration Inc,Canada
Midlands Minerals Corporation,Canada
Midnight Sun Mining Corp,Canada
Midpoint Holdings Ltd.,Canada
Mill City Gold Corp.,Canada
MillenMin Ventures Inc,Canada
Millrock Resources Inc,Canada
Millstream Mines Ltd.,Canada
Milner Consolidated Silver Mines Ltd.,Canada
Minaean International Corp.,Canada
Minaurum Gold Inc.,Canada
Mincom Capital Inc,Canada
Mindoro Resources Ltd.,Canada
Mineral Hill Industries Ltd.,Canada
Mineral Mountain Resources Ltd,Canada
Minfocus Exploration Corp,Canada
Minsud Resources Corp,Mexico and Central/South America
Miocene Metals Limited,Canada
Mira III Acquisition Corp,USA
Mira Resources Corp,Canada
Miraculins Inc.,Canada
Miranda Gold Corp.,Canada
Mirasol Resources Ltd.,Canada
Mission Ready Services Inc.,Canada
Mkango Resources Ltd,Canada
Moimstone Corporation,Canada
Monarch Energy Limited,Canada
Monarques Resources Inc,Canada
Mongolia Growth Group Ltd.,Canada
Monster Mining Corp,Canada
Monster Uranium Corp,Canada
Montan Capital Corp.,Canada
Montana Exploration Corp,Canada
Montero Mining And Exploration Ltd.,Canada
Monument Mining Limited,Canada
Mooncor Oil & Gas Corp.,Canada
Morien Resources Corp.,Canada
Morro Bay Capital Ltd.,Canada
Morumbi Resources Inc,Canada
Mosaic Capital Corporation,Canada
Moss Lake Gold Mines Ltd.,Canada
Mount Dakota Energy Corp.,Canada
Mountain Boy Minerals Ltd.,Canada
Mountain China Resorts (Holding) Limited,China/Asia
Mountainview Energy Ltd.,USA
Movarie Capital Ltd.,Canada
MPH Ventures Corp.,Canada
MRRM Inc.,Canada
Mukuba Resources Limited,Canada
Multivision Communications Corp.,Canada
Mundoro Capital Inc,Canada
Murgor Resources Inc.,Canada
Musgrove Minerals Corp,Canada
Mustang Minerals Corp.,Canada
Naikun Wind Energy Group Inc.,Canada
NanoTech Security Corp,Canada
Nanton Nickel Corp,Canada
Napier Ventures Inc,Canada
Natan Resources Ltd.,Canada
Natcore Technology Inc,USA
Natunola AgriTech Inc.,Canada
Naturally Splendid Enterprises Ltd.,Canada
Navasota Resources Inc.,Canada
Navy Resources Corp.,Canada
Nebo Capital Corp,Canada
Nebu Resources Inc,Canada
Nemaska Lithium Inc,Canada
Neovasc Inc,Canada
Nesscap Energy Inc,China/Asia
Netco Silver Inc.,Canada
Network Exploration Ltd.,Canada
Network Media Group Inc,Canada
Nevada Clean Magnesium Inc,Canada
Nevada Exploration Inc,Canada
Nevada Sunrise Gold Corporation,USA
Nevado Resources Corporation,Canada
New Carolin Gold Corp,USA
New Destiny Mining Corp,Canada
New Dimension Resources Ltd.,Canada
New Guinea Gold Corporation,Canada
New Hana Copper Mining Ltd,Canada
New Klondike Exploration Ltd,Canada
New Nadina Explorations Limited,Canada
New Oroperu Resources Inc.,Canada
New West Energy Services Inc,Canada
New World Resource Corp.,Canada
New Zealand Energy Corp,Canada
Newcastle Energy Corp.,Canada
Newmac Resources Inc.,Canada
Newmarket Gold Inc.,Canada
NewNorth Projects Ltd.,Canada
Newport Exploration Ltd.,Canada
Newstrike Capital Inc.,Canada
Newstrike Resources Ltd.,Canada
Newton Energy Corporation,Canada
NexGen Energy Ltd.,Canada
NexGen Financial Corporation,Canada
NexgenRX Inc.,Canada
Next Gen Metals Inc,Canada
Nextraction Energy Corp,Canada
Niagara Ventures Corporation,Canada
Nickel North Exploration Corp,Canada
Nighthawk Gold Corp,Canada
Nightingale Informatix Corporation,Canada
Nikos Explorations Ltd.,Canada
Niocorp Developments Ltd.,Canada
Niogold Mining Corp.,Canada
Nitinat Minerals Corporation,Canada
NMC Resource Corporation,Canada
Nobel Real Estate Investment Trust,Canada
Noble Iron Inc,Canada
Noble Metal Group Incorporated,Canada
Noble Mineral Exploration Inc,Canada
Noka Resources Inc,Canada
Nomad Ventures Inc.,Canada
Noram Ventures Inc,Canada
Nordex Explosives Ltd.,Canada
Nordic Oil and Gas Ltd.,Canada
Noront Resources Ltd.,Canada
Nortec Minerals Corp,Canada
North American Nickel Inc,Canada
North American Potash Developments Inc,Canada
North American Tungsten Corporation Ltd.,Canada
North Arrow Minerals Inc,Canada
North Country Gold Corp,Canada
North Group Finance Limited,Canada
North Sea Energy Inc,Canada
North Sur Resources Inc.,Canada
Northampton Group Inc.,Canada
Northaven Resources Corp,Canada
Northcore Resources Inc.,Canada
Northern Abitibi Mining Corp.,Canada
Northern Aspect Resources Ltd,USA
Northern Financial Corporation,Canada
Northern Freegold Resources Ltd,Canada
Northern Frontier Corp.,Canada
Northern Gold Mining Inc,Canada
Northern Graphite Corporation,Canada
Northern Iron Corp,Canada
Northern Lion Gold Corp.,Canada
Northern Shield Resources Inc.,Canada
Northern Spirit Resources Inc,Canada
Northern Superior Resources Inc,Canada
Northern Tiger Resources Inc,Canada
Northern Vertex Mining Corp,Canada
Northfield Capital Corporation,Canada
NorthIsle Copper and Gold Inc,Canada
Northquest Ltd.,Canada
NorthWest International Healthcare Properties REIT,Canada
Nouveau Monde Mining Enterprises Inc.,Canada
NovaDX Ventures Corp.,Canada
Novik Inc.,Canada
Novra Technologies Inc.,Canada
Novus Energy Inc,Canada
NQ Exploration Inc.,Canada
NSGold Corporation,Canada
NSI Strategic Investments Ltd.,Canada
NSX Silver Inc,Canada
NTG Clarity Networks Inc.,Canada
Nubian Resources Ltd,Canada
Nulegacy Gold Corporation,Canada
Nunavik Nickel Mines Ltd,Canada
Nuva Pharmaceuticals Inc.,Canada
Nuvolt Corporation Inc,Canada
NV Gold Corporation,USA
NWest Energy Corp,Canada
NWM Mining Corporation,Canada
NWT Uranium Corp,Canada
NXT Energy Solutions Inc,Canada
Oakmont Minerals Corp.,Canada
Oceanic Iron Ore Corp,Canada
Oceanside Capital Corp,Canada
Oceanus Resources Corporation,Canada
Octant Energy Corp,Canada
Oculus VisionTech Inc,USA
Odesia Group Inc.,Canada
Odin Mining and Exploration Ltd.,Canada
Offsetters Climate Solutions Inc.,Canada
Oil Optimization Inc,Canada
Olivut Resources Ltd,Canada
Olympic Resources Ltd,Canada
Omineca Mining and Metals Ltd,Canada
Omni-Lite Industries Canada Inc.,USA
One World Investments Inc,Canada
OneCap Investment Corporation,Canada
ONEnergy Inc.,Canada
Opawica Explorations Inc,Canada
Open Gold Corp,Canada
OPSENS Inc.,Canada
Oracle Energy Corp.,Canada
Orca Exploration Group Inc,Africa
Orca Gold Inc.,Canada
Orefinders Resources Inc.,Canada
Oremex Silver Inc,Canada
Orestone Mining Corp,Canada
Orex Exploration Inc.,Canada
Orex Minerals Inc,Canada
Oriana Resources Corporation,Canada
Oroco Resource Corp,Canada
Orofino Minerals Inc,Canada
Oronova Resource Corp,Canada
Orovero Resources Corp.,Canada
Otis Gold Corp,Canada
Otterburn Resources Corp,Canada
Ovid Capital Ventures Inc.,Canada
Oxford Resources Inc.,Canada
Oyster Oil and Gas Ltd.,Canada
Pacgen Life Science Corporation,Canada
Pacific Arc Resources Ltd.,Canada
Pacific Bay Minerals Ltd,Canada
Pacific Booker Minerals Inc.,Canada
Pacific Cascade Minerals Inc.,Canada
Pacific Coal Resources Ltd,Canada
Pacific Comox Resources Ltd.,Canada
Pacific Iron Ore Corporation,Canada
Pacific Paradym Energy Inc,Canada
Pacific Potash Corporation,Canada
Pacific Ridge Exploration Ltd.,Canada
Pacific Safety Products Inc.,Canada
Pacific Vector Holdings Inc.,USA
Pacific Wildcat Resources Corp,Canada
Paget Minerals Corp,Canada
Palladon Ventures Ltd.,USA
Palliser Oil & Gas Corporation,Canada
Pan African Oil Ltd.,Canada
Pan American Fertilizer Corp.,Canada
Pan Global Resources Inc,Canada
Pan Orient Energy Corp.,Canada
Pancontinental Uranium Corporation,Canada
Pangolin Diamonds Corp.,Canada
Panoro Minerals Ltd.,Canada
PanTerra Resource Corp.,Canada
Pantheon Ventures Ltd,Canada
Papuan Precious Metals Corp.,Canada
Parallel Mining Corp,Canada
Paris Energy Inc,Canada
Park Lawn Corporation,Canada
Parkit Enterprise Inc.,Canada
Parkside Resources Corporation,Canada
Parlane Resource Corp,Canada
Parta Dialogue Inc,Canada
Partner Jet Corp.,Canada
Partners Value Fund Inc.,Canada
Passport Energy Ltd,Canada
Passport Potash Inc,Canada
Patient Home Monitoring Corp,USA
Patriot Petroleum Corp.,Canada
Peak Positioning Technologies Inc.,Canada
Pearl River Holdings Limited,Canada
Peat Resources Limited,Canada
Pediapharm Inc.,Canada
Pelangio Exploration Inc,Canada
Pele Mountain Resources Inc.,Canada
Pender Growth Fund (VCC) Inc,Canada
Penfold Capital Acquisition IV Corporation,Canada
Pennant Energy Inc.,Canada
Pennine Petroleum Corporation,Canada
People Corporation,Canada
Pepcap Ventures Inc.,Canada
Perlite Canada Inc.,Canada
Pershimco Resources Inc.,Canada
Peruvian Precious Metals Corp.,Canada
Petra Petroleum Inc.,Canada
Petrichor Energy Inc,Canada
Petro One Energy Corp,Canada
Petro Viking Energy Inc,Canada
Petro Vista Energy Corp,Canada
Petroamerica Oil Corp.,Canada
Petrodorado Energy Ltd,Canada
Petroforte International Ltd,Canada
PetroFrontier Corp,Canada
Petrolia Inc.,Canada
Petrolympic Ltd,Canada
Petromanas Energy Inc,Canada
Petromin Resources Ltd.,Canada
PetroNova Inc.,Mexico and Central/South America
PetroShale Inc,Canada
Petrostar Petroleum Corporation,Canada
Petrox Resources Corp,Canada
Philippine Metals Inc,Canada
Phoenix Canada Oil Company Limited,Canada
Phoenix Metals Corporation,Canada
Photon Control Inc.,Canada
Pine Cliff Energy Ltd,Canada
Pinecrest Energy Inc,Canada
Pinecrest Resources Ltd,Canada
Pinestar Gold Inc,Canada
Pioneering Technology Corp,Canada
Pistol Bay Mining Inc.,Canada
Pitchblack Resoruces Ltd,Canada
Pivot Technology Solutions Inc.,USA
PJX Resources Inc,Canada
Planet Mining Exploration Inc,Canada
Plata Latina Minerals Corporation,Canada
Plate Resources Inc.,Canada
Platinex Inc.,Canada
Platino Energy Corp.,Canada
Platinum Communications Corporation,Canada
Plato Gold Corp.,Canada
Plicit Capital Corp,Canada
Plymouth Realty Capital Corp,USA
PNG Gold Corporation,Canada
POCML 2 Inc.,Canada
POET Technologies Inc.,USA
Poplar Creek Resources Inc,Canada
Porto Energy Corp.,USA
Portola Resources Inc,Canada
Porvidence Resources Corp,Canada
PRD Energy Inc,Canada
Precipitate Gold Corp,Canada
Premium Exploration Inc,Canada
Prescient Mining Corp.,Canada
Prima Colombia Hardwood Inc.,Canada
Prima Fluorspar Corp.,Canada
Primary Petroleum Corporation,Canada
Prime Meridian Resources Corp,Canada
Primeline Energy Holdings Inc.,China/Asia
Prism Medical Ltd.,Canada
PRO Real Estate Investment Trust,Canada
ProAm Explorations Corporation,Canada
Probe Mines Limited,Canada
Prominex Resource Corp.,Canada
ProntoForms Corporation,Canada
Pro-Or Inc. (Ressources minieres),Canada
Prospect Park Capital Corp.,Canada
Prospector Resources Corp,Canada
Prosper Gold Corp.,Canada
Prosperity Goldfields Corp.,Canada
Prospero Silver Corp,Canada
Pro-Trans Ventures Inc,Canada
Puma Exploration Inc.,Canada
Pure Energy Minerals Limited,Canada
Pure Multi-Family REIT LP,Canada
Pure Nickel Inc,Canada
Purepoint Uranium Group Inc.,Canada
Pyng Medical Corp.,Canada
PyroGenesis Canada Inc.,Canada
Q Investments Ltd.,Other
Q-Gold Resources Ltd,USA
QHR Corporation,Canada
QMC Quantum Minerals Corp,Canada
Quadro Resources Ltd,Canada
Quanta Resources Inc,Canada
Quartet Resources Limited,China/Asia
Quartz Mountain Resources Ltd.,Canada
Quaterra Resources Inc.,Canada
Quattro Exploration and Production Ltd,Canada
Quest Pharmatech Inc.,Canada
Questfire Energy Corp,Canada
Questor Technology Inc.,Canada
Quia Resources Inc,Canada
Quinto Real Capital Corporation,Canada
Quizam Media Corporation,Canada
Quorum Information Technologies Inc.,Canada
Rackla Metals Inc,Canada
Radisson Mining Resources Inc.,Canada
Radius Gold Inc.,Canada
Raimount Energy Inc.,Canada
Rainbow Resources Inc.,Canada
Rainmaker Entertainment Inc.,Canada
Rainmaker Mining Corp,Canada
Rainy Mountain Royalty Corp,Canada
Raise Production Inc,Canada
Rambler Metals and Mining plc,UK/Europe
Ranaz Corporation,Canada
Randsburg International Gold Corp.,Canada
Rapier Gold Inc.,Canada
Rathdowney Resources Ltd,Canada
RDX Technologies Corporation,Canada
REBGold Corporation,Canada
Reco International Group Inc.,Canada
Red Eagle Mining Corporation,Canada
Red Hut Metals Inc.,Canada
Red Mile Minerals Corp.,Canada
Red Moon Potash Inc,Canada
Red Pine Exploration Inc,Canada
Red Rock Capital Corp.,Canada
Red Rock Energy Inc,Canada
Red Tiger Mining Inc,Canada
Redhill Resources Corp,Canada
RediShred Capital Corp,Canada
Redstar Gold Corp.,Canada
Redtail Metals Corp,Canada
Redwater Energy Corp,Canada
Reef Resources Ltd,Canada
Reg Technologies Inc.,Canada
Regent Pacific Properties Inc,Canada
Regent Ventures Ltd.,Canada
Regulus Resources Inc,Canada
Reko International Group Inc,Canada
Relentless Resources Ltd,Canada
Reliant Gold Corp,Canada
Remington Resources Inc,Canada
Remo Resources Inc.,Canada
Remstar Resources Ltd,Canada
Renegade Petroleum Ltd,Canada
RenoWorks Software Inc.,Canada
Reservoir Capital Corp,Canada
Reservoir Minerals Inc,Canada
Resinco Capital Partners Inc.,Canada
Resolve Ventures Inc.,Canada
Respect Your Universe Inc,USA
Reunion Gold Corporation,Canada
Reva Resources Corp,Canada
Revolver Resources Inc,Canada
Rheingold Exploration Corp.,Canada
Rhyolite Resources Ltd,Canada
Richco Investors Inc.,Canada
Richmond Minerals Inc.,Canada
Richmond Road Capital Corp.,Canada
RIFCO Inc.,Canada
Rio Cristal Resources Corporation,Canada
Rio Grande Mining Corp,Canada
Rio Silver Inc,Canada
Riverside Resources Inc,Canada
RJK Explorations Ltd.,Canada
Robex Resources Inc.,Canada
Rochester Resources Ltd.,Canada
Rock Tech Lithium Inc,Canada
RockBridge Resources Inc,Canada
Rockcliff Resources Inc.,Canada
Rockhaven Resources Ltd,Canada
Rockland Minerals Corp,Canada
Rockridge Capital Corp,Canada
Rocky Mountain Liquor Inc,Canada
Rocmec Mining Inc.,Canada
Rodinia Lithium Inc.,Canada
Rodinia Oil Corp,Canada
Rogue Resources Inc.,Canada
Rokmaster Resources Corp,Canada
Rome Resources Ltd.,Canada
Romios Gold Resources Inc.,Canada
Romulus Resources Ltd,Canada
Rooster Energy Ltd,USA
Rosa Capital Inc.,Canada
Ross River Minerals Inc.,Canada
Rotation Minerals Ltd,Canada
Rouge Resources Ltd,Canada
Route1 Inc.,Canada
Roxgold Inc,Canada
Royal Lifescience Corp,Canada
Royal Sapphire Corp.,Canada
RSI International Systems Inc.,Canada
RT Minerals Corp,Canada
Rugby Mining Limited,Australia/NZ/PNG
Run of River Power Inc.,Canada
Running Fox Resource Corp.,Canada
Rupert Resources Ltd.,Canada
Rusoro Mining Ltd,Canada
Russell Breweries Inc,Canada
Ryan Gold Corp,Canada
Rye Patch Gold Corp,Canada
Sable Resources Ltd.,Canada
Sabre Graphite Corp.,Canada
Saccharum Energy Corp,Canada
"Sacre-Coeur Minerals, Ltd.",Canada
Sage Gold Inc,Canada
Sahara Energy Ltd.,Canada
Saint Jean Carbon Inc.,Canada
Salazar Resources Limited,Canada
