Name,Country
Salmon River Resources Ltd.,Canada
Sama Resources Inc./Ressources Sama Inc.,Canada
Samco Gold Limited,UK/Europe
SAMEX Mining Corp.,Canada
Samoth Oilfield Inc.,Canada
San Antonio Ventures Inc,Canada
San Marco Resources Inc,Canada
Sanatana Resources Inc,Canada
Sanction Capital Corp,Canada
Sandspring Resources Ltd,USA
Sandstorm Metals & Energy Ltd,Canada
Sangoma Technologies Corporation,Canada
Santa Barbara Resources Limited,Mexico and Central/South America
Santa Fe Metals Corporation,Canada
Santa Maria Petroleum Inc,Canada
Santacruz Silver Mining Ltd,Mexico and Central/South America
Sarama Resources Ltd,Australia/NZ/PNG
Satori Resources Inc,Canada
Saturn Minerals Inc.,Canada
Savant Explorations Ltd,Canada
Savary Gold Corp,Canada
Saville Resources Inc.,Canada
Savoy Ventures Inc.,Canada
Saxon Oil Company Ltd.,USA
Scorpio Gold Corporation,Canada
Scorpion Resources Inc,USA
Sea Breeze Power Corp.,Canada
Sea Dragon Energy Inc,Canada
Seafield Resources Ltd,Canada
Seair Inc.,Canada
Search Minerals Inc,Canada
Seaway Energy Services Inc,Canada
Secova Metals Corp,Canada
Section Rouge Media Inc.,Canada
Security Devices International Inc.,USA
Sedex Mining Corp.,Canada
Sego Resources Inc,Canada
SelectCore Ltd.,Canada
Senator Minerals Inc.,Canada
Sendero Mining Corp.,Canada
Sennen Potash Corporation,Canada
Sensio Technologies Inc.,Canada
Serengeti Resources Inc.,Canada
Serenic Corporation,Canada
Sernova Corp,Canada
SFR Energy Ltd.,Canada
SG Spirit Gold Inc.,Canada
SGX Resources Inc,Canada
ShaMaran Petroleum Corp,Canada
Shaw Communications Inc.,Canada
Shield Gold Inc,Canada
Shogun Capital Corp.,Canada
Shoshoni Gold Ltd,Canada
Sierra Iron Ore Corporation,Canada
Sierra Madre Developments Inc,Canada
Sigma Industries Inc,Canada
Signal Exploration Inc,Canada
Signature Resources Ltd,Canada
Silk Road Energy Inc,USA
Silver Fields Resources Inc,Canada
Silver Grail Resources Ltd.,Canada
Silver Mountain Mines Inc,Canada
Silver Pursuit Resources Ltd,Canada
Silver Range Resources Ltd,Canada
Silver Shield Resources Corp,Canada
Silver Spruce Resources Inc.,Canada
SilverCrest Mines Inc.,Canada
Silvermet Inc,Canada
SilverWillow Energy Corporation,Canada
Simavita Limited,Australia/NZ/PNG
Simba Energy Inc,Canada
Simba Gold Corp,Canada
Sintana Energy Inc,USA
Sirios Resources Inc.,Canada
Sirona Biochem Corp,Canada
Skeena Resources Limited,Canada
Skyharbour Resources Ltd.,Canada
Slam Exploration Ltd.,Canada
Slater Mining Corporation,Canada
Smart Employee Benefits Inc,Canada
SmartCool Systems Inc.,Canada
Sniper Resources Ltd,Canada
SnipGold Corp,Canada
Snipp Interactive Inc,USA
Snowfield Development Corp.,Canada
Sofame Technologies Inc.,Canada
Softrock Minerals Ltd.,Canada
Sojourn Ventures Inc.,Canada
Sokoman Iron Corp.,Canada
Solarvest BioEnergy Inc,Canada
Solid Gold Resources Corp,Canada
Solid Resources Ltd.,Canada
Solimar Energy Limited,Australia/NZ/PNG
Solomon Resources Limited,Canada
Soltoro Ltd,Canada
SolutionInc Technologies Limited,Canada
Solutions4CO2 Inc,Canada
Solvista Gold Corporation,Canada
SoMedia Networks Inc.,Canada
Sona Resources Corp,Canada
Sonoma Resources Inc.,Canada
Sonor Investments Ltd.,Canada
Sonora Gold & Silver Corp,Canada
Sonoro Energy Ltd,Canada
Sonoro Metals Corp,Canada
Source Exploration Corp,Canada
Southern Arc Minerals Inc.,Canada
Southern Legacy Minerals Inc,Canada
Southern Silver Exploration Corp.,Canada
Southern Sun Minerals Inc.,Canada
SouthTech Capital Corporation,Canada
Spackman Equities Group Inc,China/Asia
Spanish Mountain Gold Ltd,Canada
Sparcap One Ltd,Canada
Sparrow Ventures Corp,Canada
Sparta Capital Ltd.,Canada
Sparton Resources Inc.,Canada
Spearmint Resources Inc,Canada
Spectra Inc.,Canada
Spectra7 Microsystems Inc.,USA
Sphere 3D Corporation,Canada
Spirit Bear Capital Corp,Canada
Sportscene Group Inc.,Canada
Spot Coffee (Canada) Ltd,Canada
Springrock Capital Inc.,Canada
Spruce Ridge Resources Ltd.,Canada
Sprylogics International Corp,Canada
Spur Ventures Inc,Canada
SQI Diagnostics Inc,Canada
SSP Offshore Inc,USA
St. Elias Mines Ltd.,Canada
Stakeholder Gold Corp,Canada
Standard Exploration Ltd.,Canada
Standard Graphite Corporation,Canada
Stans Energy Corp,Canada
Star Navigation Systems Group Ltd.,Canada
Starlight U.S. Multi-Family (No. 2) Core Fund,Canada
Starlight U.S. Multi-Family Core Fund,Canada
Statesman Resources Ltd.,Canada
Stealth Minerals Limited,Canada
Stealth Ventures Inc.,Canada
Stellar AfricaGold Inc.,Canada
Stellar Biotechnologies Inc,USA
Stelmine Canada Ltée / Stelmine Canada Ltd,Canada
Stem 7 Capital Inc.,Canada
Stem Cell Therapeutics Corp.,Canada
Sterling Resources Ltd.,Canada
Stetson Oil & Gas Ltd,Canada
Stikine Energy Corp,Canada
Stina Resources Ltd.,Canada
Stone Resources Limited,Other
Storagevault Canada Inc,Canada
Storm Resources Ltd,Canada
Strait Minerals Inc,Canada
Strata Minerals Inc,Australia/NZ/PNG
Stratabound Minerals Corp.,Canada
Strata-X Energy Ltd.,USA
Strategem Capital Corporation,Canada
Strategic Metals Ltd.,Canada
Strategic Oil & Gas Ltd.,Canada
Strategic Resources Inc,Canada
Stratton Capital Corp,Canada
Stratton Resources Inc,Canada
Stream Oil & Gas Ltd,Canada
Stria Capital Inc,Canada
Strike Graphite Corp,Canada
Strike Minerals Inc.,Canada
Strikepoint Gold Inc,Canada
Strikewell Energy Corp,Canada
Strongbow Exploration Inc.,Canada
Stroud Resources Ltd.,Canada
STT Enviro Corp.,Canada
Sultan Minerals Inc.,Canada
Summus Solutions N.V.,Canada
Sun Entertainment Holding Corporation,Canada
Sundance Energy Corporation,Canada
Sunora Foods Inc.,Canada
Sunridge Gold Corp.,Canada
Sunrise Resources Ltd,Canada
Sunset Cove Mining Inc,Canada
Sunset Pacific Petroleum Ltd,Canada
Sunshine Agri-Tech Inc.,China/Asia
Suparna Gold Corp,Canada
Superior Copper Corporation,Canada
Superior Mining International Corporation,Canada
Supreme Resources Ltd.,Canada
Suroco Energy Inc.,Canada
Surrey Capital Corporation,Canada
SustainCo Inc.,Canada
Sutter Gold Mining Inc.,USA
Swift Resources Inc.,Canada
Sylogist Ltd.,Canada
Symax Lift (Holding) Co. Ltd.,China/Asia
Symbility Solutions Inc,Canada
Symbio Capital Corp,Canada
Synodon Inc.,Canada
TAD Mineral Exploration Inc,Canada
Taipan Resources Inc,Canada
Tajiri Resources Corp,Canada
Takara Resources Inc,Canada
Taku Gold Corp,Canada
Tamarack Valley Energy Ltd,Canada
Tamerlane Ventures Inc.,USA
Tanager Energy Inc.,Canada
Tango Gold Mines Incorporated,Canada
Tanqueray Exploration Ltd,Canada
Tanzania Minerals Corp.,Canada
Taranis Resources Inc.,USA
Target Capital Inc,Canada
Tarsis Resources Ltd,Canada
Tasca Resources Ltd,Canada
Tasman Metals Ltd,Canada
Tawsho Mining Inc,Canada
Tearlach Resources Limited,Canada
Technical Ventures RX Corp.,Canada
Telehop Communications Inc.,Canada
Telson Resources Inc.,Canada
Tembo Gold Corp,Canada
Temex Resources Corp.,Canada
Teras Resources Inc,Canada
Terra Firma Capital Corporation,Canada
Terra Firma Resources Inc,Canada
Terra Nova Energy Ltd,Canada
Terrace Energy Corp.,Canada
Terraco Gold Corp.,Canada
Terrax Minerals Inc,Canada
Terreno Resources Corp,Canada
Teryl Resources Corp.,Canada
Teslin River Resources Corp,Canada
Tesoro Minerals Corp.,Canada
Teuton Resources Corp.,Canada
TG Residential Value Properties Ltd,Canada
The Cash Store Australia Holdings Inc.,Australia/NZ/PNG
The Mint Corporation,Canada
The Westaim Corporation,Canada
Theia Resources Ltd,Canada
Thelon Capital Ltd,Canada
Themac Resources Group Limited,Canada
Theralase Technologies Inc.,Canada
Thermal Energy International Inc.,Canada
theScore Inc.,Canada
Thor Explorations Ltd.,Canada
Threegold Resources Inc,Canada
"Thunder Mountain Gold, Inc.",USA
Thundermin Resources Inc.,Canada
Thunderstruck Resources Ltd,Canada
Tiger International Resources Inc.,USA
Tigray Resources Inc,Canada
Tiller Resources Ltd,Canada
Timberline Resources Corporation,USA
Times Telecom Inc,Canada
Times Three Wireless Inc,Canada
Tinka Resources Limited,Canada
Tintina Mines Ltd.,Canada
Tintina Resources Inc,Canada
TIO Networks Corp.,Canada
Tirex Resources Ltd,Canada
Titan Logix Corp.,Canada
Titan Medical Inc,Canada
Titanium Corporation Inc.,Canada
TitanStar Properties Inc.,Canada
Titus Energy Corp.,Canada
TLO Capital Corp,Canada
TNR Gold Corp.,Canada
Tolima Gold Inc,Canada
TomaGold Coporation,Canada
Toro Resources Corp,Canada
Tosca Mining Corp,Canada
Total Telcom Inc.,Canada
Totally Hip Technologies Inc.,Canada
Touchdown Resources Inc,Canada
Touchstone Exploration Inc.,USA
Tower Resources Ltd.,Canada
TransAmerican Energy Inc.,Canada
Transeuro Energy Corp.,Canada
TransGaming Inc.,Canada
Transition Metals Corp,Canada
Tranzeo Wireless Technologies Inc,Canada
Traverse Energy Ltd,Canada
Tres-Or Resources Ltd.,Canada
Tri Origin Exploration Ltd.,Canada
Tribute Resources Inc.,Canada
Trident Gold Corp.,Canada
Trigold Resources Inc.,Canada
Trillium North Minerals Ltd,Canada
TrinCan Capital Corp.,Canada
Trinity Valley Energy Corp.,Canada
Trio Gold Corp.,Canada
Triox Limited,China/Asia
Tri-River Ventures Inc,Canada
Tristar Gold Inc,USA
Triumph Ventures II Corporation,Canada
Trius Investments Inc,Canada
Troymet Exploration Corp,Canada
True Gold Mining Inc.,Canada
True North Gems Inc.,Canada
Trueclaim Exploration Inc,Canada
Tsodilo Resources Limited,Canada
TTM Resources Inc.,Canada
Tumi Resources Limited,Canada
Turnberry Resources Ltd,Canada
Turquoise Capital Corp.,Canada
Tuscany Energy Ltd.,Canada
Twyford Ventures Inc,Canada
Tyhee Gold Corp,Canada
Typhoon Exploration Inc.,Canada
UC Resources Ltd.,Canada
Ucore Rare Metals Inc,Canada
Ultra Lithium Inc,Canada
Ultra Resources Corp.,Canada
Umbral Energy Corp.,Canada
Unigold Inc.,Canada
"Unique Broadband Systems, Inc.",Canada
Unique Resources Corp,Canada
Uniserve Communications Corporation,Canada
Unite Capital Corp,Canada
United Coal Holdings Limited,Canada
United Hunter Oil & Gas Corp.,Canada
Unity Energy Corp,Canada
Universal Ventures Inc,Canada
Universal Wing Technologies Inc,Canada
Uracan Resources Ltd,Canada
Uragold Bay Resources Inc,Canada
Uranium Valley Mines Ltd,Canada
Uravan Minerals Inc.,Canada
Urban Communications Inc.,Canada
Urban Select Capital Corporation,Canada
Urbanfund Corp.,Canada
Urbanimmersive Technologies Inc.,Canada
US Oil Sands Inc,Canada
Valdor Technology International Inc,Canada
ValGold Resources Ltd.,Canada
Valhalla Resources Ltd,Canada
Valterra Resource Corporation,Canada
Vanadiumcorp Resource Inc.,Canada
Vangold Resources Ltd.,Canada
Vanity Capital Inc,Canada
Vanoil Energy Ltd.,Canada
Vanstar Mining Resources Inc,Canada
Vantex Resources Ltd.,Canada
Vast Exploration Inc.,Canada
Vatic Ventures Corp,Canada
Vector Resources Inc,Canada
Vega Mining Inc.,Canada
Vela Minerals Ltd.,Canada
Vendetta Mining Corp,Canada
Vendome Resources Corp,Canada
VendTek Systems Inc.,Canada
Venerable Ventures Ltd,Canada
VentriPoint Diagnostics Ltd,USA
Venturi Ventures Inc,Canada
Verisante Technology Inc,Canada
VersaPay Corporation,Canada
Versatile Systems Inc.,Canada
Victoria Gold Corp,Canada
Victory Mountain Ventures Ltd,Canada
Victory Resources Corporation,Canada
Victory Ventures Inc,Canada
Vigil Health Solutions Inc.,Canada
Viking Gold Exploration Inc.,Canada
Vior inc. (Societe d'exploration Miniere),Canada
Viper Gold Ltd.,Canada
VIQ Solutions Inc.,Canada
Virgin Metals Inc,Canada
Virginia Energy Resources Inc,Canada
Viridis Energy Inc,Canada
Virtutone Networks Inc,Canada
Viscount Mining Corp.,Canada
Visible Gold Mines Inc,Canada
Vitality Products Inc.,Canada
Vitreous Glass Inc.,Canada
Vivione Biosciences Inc.,USA
VMS Ventures Inc,Canada
Volcanic Metals Corp,Canada
VRX Worldwide Inc.,Canada
Vulcan Minerals Inc.,Canada
VVC Exploration Corp.,Canada
Walker River Resources Corp.,Canada
Walmer Capital Corp,Canada
Wangton Capital Corp,Canada
Wanted Technologies Corporation,Canada
War Eagle Mining Company Inc.,Canada
Waseco Resources Inc.,Canada
Waterfront Capital Corporation,Canada
Watusi Capital Corp,Canada
Wavefront Technology Solutions Inc,Canada
Way Ventures Inc,Canada
Waymar Resources Ltd.,Canada
WB III Acquisition Corp.,Canada
WCB Resources Ltd.,Australia/NZ/PNG
Wealth Minerals Ltd.,Canada
Welichem Biotech Inc.,Canada
Wellgreen Platinum Ltd.,Canada
Wescan Energy Corp.,Canada
Wescan Goldfields Inc.,Canada
West African Iron Ore Corp,Canada
West Cirque Resources Ltd.,Canada
West High Yield (W.H.Y.) Resources Ltd,Canada
West Kirkland Mining Inc,Canada
West Melville Metals Inc,Canada
West Mountain Capital Corp,Canada
West Point Resources Inc.,Canada
WestBond Enterprises Corporation,Canada
Westbridge Energy Corporation,Canada
Westcore Energy Ltd,Canada
Western Pacific Resources Corp.,Canada
Western Pacific Trust Company,Canada
Western Plains Petroleum Ltd,Canada
Western Troy Capital Resources Inc.,Canada
WesternZagros Resources Ltd,Canada
Westham Resources Corp,Canada
Westhaven Ventures Inc,Canada
WestKam Gold Corp,Canada
Westminster Resources Ltd,Canada
Westridge Resources Inc,Canada
Weststar Resources Corp,Canada
Wheels Group Inc,Canada
White Bear Resources Inc,Canada
White Pine Resources Inc.,Canada
White Tiger Mining Corp,Canada
Wi2Wi Corporation,USA
Wildcat Exploration Ltd.,Canada
Wildlaw Capital CPC 2 Inc,Canada
Williams Creek Gold Limited,Canada
Wilton Resources Inc,Canada
Winalta Inc.,Canada
Wind River Energy Corp,Canada
Windfire Capital Corp,Canada
Wise Oakwood Ventures Inc.,Canada
Wolf Resource Development Corp.,Canada
Wolfden Resources Corporation,Canada
Wolfeye Resource Corp.,Canada
Wolfpack Capital Corp.,Canada
Wolfpack Gold Corp.,USA
Wolverine Minerals Corp,Canada
Woulfe Mining Corp,Canada
WPC Resources Inc,Canada
Wrangler West Energy Corp.,Canada
Xcite Energy Limited,Other
Xebec Adsorption Inc.,Canada
Xemplar Energy Corp.,Canada
Xiana Mining Inc.,Canada
Ximen Mining Corp.,Canada
Xmet Inc,Canada
XPEL Technologies Corp.,USA
X-Terra Resources Corporation,Canada
Xtierra Inc,Canada
XXL Energy Corp,Canada
Xylitol Canada Inc,Canada
Yangaroo Inc,Canada
Yangarra Resources Ltd.,Canada
Yoho Resources Inc.,Canada
Yongsheng Capital Inc,China/Asia
Yorkton Ventures Inc.,Canada
Zadar Ventures Ltd,Canada
Zaio Corporation,Canada
Zecotek Photonics Inc.,Canada
Zedi Inc,Canada
Zena Mining Corporation,Canada
Zenn Motor Company Inc,Canada
Zenyatta Ventures Ltd.,Canada
Zephyr Minerals Ltd.,Canada
Z-Gold Exploration Inc,Canada
Zimtu Capital Corp,Canada
Zinco Mining Corp,Canada
Zodiac Exploration Inc.,Canada
Zone Resources Inc,Canada
Zonte Metals Inc,Canada
ZoomerMedia Limited,Canada
ZoomMed Inc.,Canada
Zorro Capital Inc.,Canada
Ztest Electronics Inc.,Canada
Zuri Capital Corp,Canada
