Name,Country
3D OIL LIMITED,
3D RESOURCES LIMITED,
A-CAP RESOURCES LIMITED,
A1 CONSOLIDATED GOLD LIMITED,
ABILENE OIL AND GAS LIMITED,
ABM RESOURCES NL,
ACACIA COAL LIMITED,
ACCENT RESOURCES NL,
ACTINOGEN LIMITED,
ACTIVEX LIMITED,
ADAVALE RESOURCES LIMITED,
ADELAIDE BRIGHTON LIMITED,
ADELAIDE RESOURCES LIMITED,
ADITYA BIRLA MINERALS LIMITED,
ADMIRALTY RESOURCES NL.,
ADX ENERGY LTD,
AED OIL LIMITED,
AEON METALS LIMITED,
AFRICAN CHROME FIELDS LIMITED,
AFRICAN ENERGY RESOURCES LIMITED,
AGRIMIN LIMITED,
AGUIA RESOURCES LIMITED,
ALACER GOLD CORP.,
ALARA RESOURCES LIMITED,
ALCHEMY RESOURCES LIMITED,
ALCOA INC.,
ALCYONE RESOURCES LTD,
ALEATOR ENERGY LIMITED,
ALEXIUM INTERNATIONAL GROUP LIMITED,
ALGAE.TEC LIMITED,
ALICANTO MINERALS LIMITED,
ALKANE RESOURCES LIMITED,
ALLEGIANCE COAL LIMITED,
ALLIANCE RESOURCES LIMITED,
ALLIGATOR ENERGY LIMITED,
ALLOY RESOURCES LIMITED,
ALTECH CHEMICALS LTD,
ALTONA MINING LIMITED,
ALTURA MINING LIMITED,
ALUMINA LIMITED,
AMCOR LIMITED,
AMERICAN PATRIOT OIL & GAS LIMITED,
AMEX RESOURCES LIMITED,
ANATOLIA ENERGY LIMITED,
ANCHOR RESOURCES LIMITED,
ANEKA TAMBANG (PERSERO) TBK (PT),
ANGLO AUSTRALIAN RESOURCES NL,
ANGLOGOLD ASHANTI LIMITED,
ANOVA METALS LIMITED,
ANTARES ENERGY LIMITED,
ANTARES MINING LIMITED,
ANTARIA LIMITED,
ANTILLES OIL AND GAS NL,
ANTIPA MINERALS LIMITED,
APAC COAL LIMITED,
APHRODITE GOLD LIMITED,
APOLLO CONSOLIDATED LIMITED,
APOLLO MINERALS LIMITED,
AQUARIUS PLATINUM LIMITED,
ARAFURA RESOURCES LIMITED,
ARC EXPLORATION LIMITED,
ARCHER EXPLORATION LIMITED,
ARDENT RESOURCES LTD,
ARDIDEN LTD,
ARGENT MINERALS LIMITED,
ARGO EXPLORATION LIMITED,
ARGONAUT RESOURCES NL,
ARGOSY MINERALS LIMITED,
ARK MINES LIMITED,
ARMOUR ENERGY LIMITED,
ARRIUM LIMITED,
ARTEMIS RESOURCES LIMITED,
ARUMA RESOURCES LIMITED,
ARUNTA RESOURCES LIMITED,
ASAPLUS RESOURCES LIMITED,
ASCOT RESOURCES LIMITED,
ASPIRE MINING LIMITED,
ASTRO RESOURCES NL,
ASTRON CORPORATION LIMITED,
ATHENA RESOURCES LIMITED,
ATLANTIC GOLD CORPORATION,
ATLANTIC LIMITED,
ATLAS IRON LIMITED,
ATRUM COAL NL,
ATTILA RESOURCES LIMITED,
AUDALIA RESOURCES LIMITED,
AUGUR RESOURCES LIMITED,
AURA ENERGY LIMITED,
AURELIA METALS LIMITED,
AUROCH MINERALS NL,
AURORA MINERALS LIMITED,
AUS ASIA MINERALS LIMITED,
AUS TIN MINING LTD,
AUSGOLD LIMITED,
AUSMON RESOURCES LIMITED,
AUSQUEST LIMITED,
AUSROC METALS LTD,
AUSTEX OIL LIMITED,
AUSTIN EXPLORATION LIMITED,
AUSTPAC RESOURCES NL,
AUSTRAL GOLD LIMITED,
AUSTRALASIAN RESOURCES LIMITED,
AUSTRALIA NEW AGRIBUSINESS & CHEMICAL GROUP LTD,
AUSTRALIA UNITED MINING LIMITED,
AUSTRALIAN BAUXITE LIMITED.,
AUSTRALIAN MINES LIMITED,
AUSTRALIAN OIL COMPANY LIMITED,
AUSTRALIAN PACIFIC COAL LIMITED,
AUSTRALIAN RENEWABLE FUELS LIMITED,
AUSTRALIAN ZIRCON NL,
AVALON MINERALS LIMITED,
AVANCO RESOURCES LIMITED,
AVZ MINERALS LIMITED,
AWE LIMITED,
AXIOM MINING LIMITED,
AZIANA LIMITED,
AZONTO PETROLEUM LTD,
AZUMAH RESOURCES LIMITED,
AZURE MINERALS LIMITED,
BALAMARA RESOURCES LIMITED,
BANDANNA ENERGY LIMITED,
BANNERMAN RESOURCES LIMITED,
BARAKA ENERGY & RESOURCES LIMITED,
BARRA RESOURCES LIMITED,
BASE RESOURCES LIMITED,
BASS METALS LTD,
BASS STRAIT OIL COMPANY LIMITED,
BASSARI RESOURCES LIMITED,
BATHURST RESOURCES LIMITED.,
BAUXITE RESOURCES LIMITED,
BBX MINERALS LIMITED,
BC IRON LIMITED,
BCD RESOURCES NL,
BEACH ENERGY LIMITED,
BEACON MINERALS LIMITED,
BEADELL RESOURCES LIMITED,
BERKELEY RESOURCES LIMITED,
BESRA GOLD INC,
BHP BILLITON LIMITED,
BIG UN LIMITED,
BIRIMIAN GOLD LIMITED,
BISALLOY STEEL GROUP LIMITED,
BLACK FIRE MINERALS LTD,
BLACK MOUNTAIN RESOURCES LIMITED,
BLACK OAK MINERALS LIMITED,
BLACK RANGE MINERALS LIMITED,
BLACK RIDGE MINING NL,
BLACK STAR PETROLEUM LIMITED,
BLACKGOLD INTERNATIONAL HOLDINGS LIMITED,
BLACKHAM RESOURCES LIMITED,
BLAZE INTERNATIONAL LIMITED,
BLIGH RESOURCES LIMITED,
BLINA MINERALS NL,
BLUE ENERGY LIMITED,
BLUENERGY GROUP LIMITED,
BLUESCOPE STEEL LIMITED,
BMG RESOURCES LIMITED,
BOADICEA RESOURCES LIMITED,
BORA BORA RESOURCES LIMITED,
BORAL LIMITED.,
BOSS RESOURCES LIMITED,
BOTSWANA METALS LIMITED,
BOUGAINVILLE COPPER LIMITED,
BOULDER STEEL LIMITED,
BOUNTY MINING LTD,
BOUNTY OIL & GAS NL,
BRAZIRON LIMITED,
BREAKER RESOURCES NL,
BRICKWORKS LIMITED,
BRIDGE GLOBAL CAPITAL MANAGEMENT LIMITED,
BRIGHTON MINING GROUP LIMITED,
BROKEN HILL PROSPECTING LIMITED,
BRUMBY RESOURCES LIMITED,
BUCCANEER ENERGY LIMITED,
BULLETIN RESOURCES LIMITED,
BUREY GOLD LIMITED,
BURLESON ENERGY LIMITED,
BURU ENERGY LIMITED,
BUXTON RESOURCES LIMITED,
BYRON ENERGY LIMITED,
CABRAL RESOURCES LIMITED,
CAENEUS MINERALS LTD,
CALLABONNA RESOURCES LTD,
CALTEX AUSTRALIA LIMITED,
CANNINDAH RESOURCES LIMITED,
CANYON RESOURCES LIMITED,
CAPE LAMBERT RESOURCES LIMITED,
CAPITAL MINING LIMITED,
CAPRAL LIMITED,
CARAVEL MINERALS LIMITED,
CARBINE RESOURCES LIMITED,
CARBINE TUNGSTEN LIMITED,
CARBON ENERGY LIMITED,
CARBON MINERALS LIMITED,
CARDIA BIOPLASTICS LIMITED,
CARDINAL RESOURCES LIMITED,
CARNARVON PETROLEUM LIMITED,
CARNAVALE RESOURCES LIMITED,
CARPENTARIA EXPLORATION LIMITED,
CASSINI RESOURCES LIMITED,
CASTILLO COPPER LIMITED,
CASTLE MINERALS LIMITED,
CATALYST METALS LIMITED,
CAULDRON ENERGY LIMITED,
CAZALY RESOURCES LIMITED,
CELAMIN HOLDINGS NL,
CELSIUS COAL LIMITED,
CENTAURUS METALS LIMITED,
CENTRAL ASIA RESOURCES LIMITED.,
CENTRAL PETROLEUM LIMITED,
CENTRAL WEST GOLD NL,
CENTREX METALS LIMITED,
CHALICE GOLD MINES LIMITED,
CHALLENGER ENERGY LIMITED,
CHAMPION IRON LIMITED,
CHESSER RESOURCES LIMITED,
CHINA MAGNESIUM CORPORATION LIMITED,
CHINALCO YUNNAN COPPER RESOURCES LTD,
CHONGHERR INVESTMENTS LTD,
CHRYSALIS RESOURCES LIMITED,
CI RESOURCES LIMITED,
CITATION RESOURCES LTD,
CITIGOLD CORPORATION LIMITED,
CLANCY EXPLORATION LIMITED,
CLASSIC MINERALS LTD,
CLEVELAND MINING COMPANY LIMITED,
COAL OF AFRICA LIMITED,
COALBANK LIMITED,
COALSPUR MINES LIMITED,
COBRE MONTANA NL,
COCKATOO COAL LIMITED,
COHIBA MINERALS LIMITED,
COKAL LIMITED,
COLORPAK LIMITED,
COMET RESOURCES LIMITED,
COMET RIDGE LIMITED,
COMPASS RESOURCES LIMITED,
CONDOR BLANCO MINES LIMITED,
CONDOTO PLATINUM NL.,
CONICO LTD,
CONSOLIDATED GLOBAL INVESTMENTS LIMITED,
CONSOLIDATED TIN MINES LIMITED,
CONTINENTAL COAL LIMITED,
CONVERGENT MINERALS LIMITED,
COOPER ENERGY LIMITED,
COPPER STRIKE LIMITED,
COPPERMOLY LIMITED,
CORAL SEA PETROLEUM LTD,
CORAZON MINING LIMITED,
CORE EXPLORATION LIMITED,
CORETRACK LIMITED,
COTT OIL AND GAS LIMITED,
COUGAR METALS NL,
COUNTY COAL LIMITED,
COVE RESOURCES LIMITED,
COVENTRY RESOURCES INC,
COZIRON RESOURCES LIMITED,
CRADLE RESOURCES LIMITED,
CRATER GOLD MINING LIMITED,
CREDO RESOURCES LIMITED,
CREST MINERALS LIMITED,
CROSSLAND STRATEGIC METALS LTD,
CRUSADER RESOURCES LIMITED,
CSR LIMITED,
CUDECO LIMITED,
CUE ENERGY RESOURCES LIMITED,
CUESTA COAL LIMITED,
CULLEN RESOURCES LIMITED,
CWH RESOURCES LTD,
DACIAN GOLD LIMITED,
DAKOTA MINERALS LIMITED,
DAMPIER GOLD LIMITED,
DART MINING NL,
DATELINE RESOURCES LIMITED,
DE GREY MINING LIMITED,
DEEP YELLOW LIMITED,
DEMPSEY MINERALS LIMITED,
DGR GLOBAL LIMITED,
DIATREME RESOURCES LIMITED,
DISCOVERY AFRICA LIMITED,
DISCOVERY METALS LIMITED,
DISCOVERY RESOURCES LIMITED,
DOME GOLD MINES LIMITED,
DORAY MINERALS LIMITED,
DOURADO RESOURCES LIMITED,
DRAGON ENERGY LIMITED,
DRAGON MINING LIMITED,
DRAGON MOUNTAIN GOLD LIMITED,
DRAIG RESOURCES LIMITED,
DRAKE RESOURCES LIMITED,
DRILLSEARCH ENERGY LIMITED,
DRUMMOND GOLD LIMITED,
DUBBER CORPORATION LIMITED,
DUKETON MINING LIMITED,
DULUXGROUP LIMITED,
DYNASTY RESOURCES LIMITED,
EAGLE NICKEL LIMITED,
EAST AFRICA RESOURCES LIMITED,
EAST ENERGY RESOURCES LIMITED,
EASTERN IRON LIMITED,
ECHO RESOURCES LIMITED,
