Name,Country
Esso,
BP,
ENI,
Statoil,
Sonangol P&P,
Statoil,
Somoil,
Acrep,
Cobalt,
Sonangol P&P,
Nazaki Oil & Gas,
Alperl Oil,
Repsol Angola 22 B.V.,
Sonangol P&P,
Statoil,
ENI,
Sonangol P&P,
Repsol,
Vaalco Energy,
Sonangol E.P,
Sonangol P&P,
BP,
Sonangol P&P,
CEPSA,
Maersk Oil Angola AS,
Sonangol P&P,
Odebrecht E&P GmbH (OE&P),
Total,
Sonangol P&P,
Statoil,
Plus Petrol,
Sonangol P&P,
Force Petroleum LDTE,
Cupet,
Maersk Oil & Gas,
Svenska,
Sonangol P&P,
Conocphillips,
Sonangol P&P,
Sonangol P&P,
Somoil,
Kotoil,
Poliedro Oil Co S.A.,
BP,
Sonangol P&P,
Statoil,
Marathon,
SSI 31,
Total,
SSI,
Sonangol P&P,
Somoil,
Falcon Oil,
Acrep 17 S.A.,
Partex,
Sonangol P&P,
Teikoku,
Soco,
Acrep S.A.,
China Sonangol,
ENI,
Petropars,
Chevron,
Sonangol P&P,
ENI,
Total,
Petrogal,
BP,
Sonangol P&P,
Conocphillips,
Sonangol P&P,
Repsol,
Petrobras,
Sonangol P&P,
China Sonangol,
Falcon Oil,
Initial Oil & Gas,
Chevron,
Sonangol,
Total,
ENI,
Petrobras,
Sonangol P&P,
Chevron,
Somoil,
Poliedro Oil,
Co,
Kotoil,
S.A.,
Total,
Sonangol P&P,
SSI 32,
Marathon,
GALP,
Total,
Esso,
BP,
Statoil,
Sonangol P&P,
Somoil,
Sonangol,
Chevron,
Sonangol P&P,
Somoil,
Sonangol,
Sonangol P&P,
Chevron,
Sonangol P&P,
ENI,
Total,
Petrogal,
Total,
Sonangol P&P,
Statoil,
BP,
Statoil,
Sonangol P&P,
China Sonangol,
Cobalt,
Sonangol P&P,
BP,
Total,
Sonangol P&P,
Falcon Oil,
GALP,
Petrobras,
SSI,
Sonangol P&P,
Falcon Oil,
Geminas,
Sonangol P&P,
China Sonangol,
Ajoco,
ENI,
Somoil,
Naftgas,
INA-NAFTA,
ENI,
SSI,
Sonangol P&P,
Total,
Falcon Oil,
Statoil,
Petrobras,
BP,
Sonangol P&P,
Statoil,
Sonangol P&P,
Total,
Maersk Oil & Gas,
Svenska,
Sonangol P&P,
Cobalt,
Nazaki Oil & Gas,
Sonangol P&P,
Alperl Oil,
Sonangol P&P,
Statoil HYDRO,
Petrobras,
BP,
SSI,
Total,
Sonangol,
ENI,
Ajoco,
Svenska,
INA-NAFTA,
Naftgas,
Goldsborough Energy Pty Ltd,
Woodside Energy Ltd.,
Hess Exploration Australia Pty Limited,
Chevron Australia Pty Ltd,
Goldsborough Energy Pty Ltd,
Pathfinder Energy Pty Ltd,
Murphy Australia NT/P80 Oil Pty Ltd,
Gulf Energy Ltd,
Apache Northwest Pty Ltd,
BHP Billiton Petroleum (North West Shelf) Pty. Ltd.,
BHP Billiton Petroleum (North West Shelf) Pty. Ltd.,
BHP Billiton Petroleum (North West Shelf) Pty. Ltd.,
BHP Billiton Petroleum (North West Shelf) Pty. Ltd.,
BHP Billiton Petroleum (North West Shelf) Pty. Ltd.,
Woodside Energy Ltd.,
Woodside Energy Ltd.,
Pathfinder Energy Pty Ltd,
BHP Billiton Petroleum (Australia) Pty. Ltd.,
Pathfinder Energy Pty Ltd,
Pathfinder Energy Pty Ltd,
BHP Billiton Petroleum (Australia) Pty. Ltd.,
Murphy Australia WA-481-P Oil Pty Ltd,
Pathfinder Energy Pty Ltd,
Vermilion Oil & Gas Australia Pty Ltd,
Murphy Australia NT/P80 Oil Pty Ltd,
Gulf Energy Ltd,
Murphy Australia WA-481-P Oil Pty Ltd,
Pathfinder Energy Pty Ltd,
Murphy Australia WA-481-P Oil Pty Ltd,
Pathfinder Energy Pty Ltd,
AWE (Carnarvon) Pty Limited,
Murphy Australia WA-476-P Oil Pty Limited,
Murphy Australia WA-481-P Oil Pty Ltd,
Pathfinder Energy Pty Ltd,
Murphy Australia WA-476-P Oil Pty Limited,
Murphy Australia WA-481-P Oil Pty Ltd,
Pathfinder Energy Pty Ltd,
Pathfinder Energy Pty Ltd,
Murphy Australia WA-481-P Oil Pty Ltd,
Woodside Energy Ltd.,
Murphy Australia WA-481-P Oil Pty Ltd,
Woodside Energy Ltd.,
Pathfinder Energy Pty Ltd,
Murphy Australia WA-481-P Oil Pty Ltd,
Pathfinder Energy Pty Ltd,
BHP Billiton Petroleum (Australia) Pty. Ltd.,
BHP Billiton Petroleum (Australia) Pty. Ltd.,
Murphy Australia WA-481-P Oil Pty Ltd,
Apache Permits Pty Ltd,
Murphy Australia WA-481-P Oil Pty Ltd,
Apache Permits Pty Ltd,
Murphy Australia WA-481-P Oil Pty Ltd,
Murphy Australia NT/P80 Oil Pty Ltd,
Gulf Energy Ltd,
Vermilion Oil & Gas Australia Pty Ltd,
Apache Permits Pty Ltd,
Chevron Australia (WA-456-P) Pty Ltd,
Santos Offshore Pty Ltd,
Santos Offshore Pty Ltd,
Santos Offshore Pty Ltd,
Santos Offshore Pty Ltd,
Asset Energy Pty Ltd,
Santos Offshore Pty Ltd,
Murphy Australia NT/P80 Oil Pty Ltd,
Gulf Energy Ltd,
Asset Energy Pty Ltd,
Santos Offshore Pty Ltd,
Asset Energy Pty Ltd,
GDF SUEZ Bonaparte Pty Ltd,
Asset Energy Pty Ltd,
GDF SUEZ Bonaparte Pty Ltd,
Asset Energy Pty Ltd,
GDF SUEZ Bonaparte Pty Ltd,
Karoon Gas Browse Basin Pty Ltd,
Karoon Gas Browse Basin Pty Ltd,
Asset Energy Pty Ltd,
GDF SUEZ Bonaparte Pty Ltd,
Asset Energy Pty Ltd,
Karoon Gas Browse Basin Pty Ltd,
Asset Energy Pty Ltd,
Karoon Gas Browse Basin Pty Ltd,
Karoon Gas Browse Basin Pty Ltd,
CNOOC Australia E&P Pty Ltd,
Woodside Browse Pty. Ltd.,
Santos Browse Pty Ltd,
CNOOC Australia E&P Pty Ltd,
Santos Browse Pty Ltd,
CNOOC Australia E&P Pty Ltd,
Woodside Browse Pty. Ltd.,
Murphy Australia NT/P80 Oil Pty Ltd,
Gulf Energy Ltd,
Woodside Browse Pty. Ltd.,
CNOOC Australia E&P Pty Ltd,
CNOOC Australia E&P Pty Ltd,
Woodside Browse Pty. Ltd.,
Woodside Browse Pty. Ltd.,
CNOOC Australia E&P Pty Ltd,
CNOOC Australia E&P Pty Ltd,
CNOOC Australia E&P Pty Ltd,
CNOOC Australia E&P Pty Ltd,
CNOOC Australia E&P Pty Ltd,
INPEX Browse E&P Pty Ltd,
CNOOC Australia E&P Pty Ltd,
INPEX Browse E&P Pty Ltd,
BHP Billiton Petroleum (Australia) Pty. Ltd.,
INPEX Browse E&P Pty Ltd,
BHP Billiton Petroleum (Australia) Pty. Ltd.,
Murphy Australia NT/P80 Oil Pty Ltd,
Gulf Energy Ltd,
INPEX Browse E&P Pty Ltd,
